"","last_team","player_id","player","teams","seasons","first","last","headshot","...1","team_id","division"
"20088","Wartburg",73404,"Katie Sommer","Wartburg","2016+2017","Katie","Sommer",NA,972,750,"D-III"
"20089","Chris. Newport",73563,"Katie Soughan","Chris. Newport","2024+2025","Katie","Soughan",NA,664,139,"D-III"
"20090","Dean",73936,"Katie Splaine","Thomas (ME) + Dean","2022+2023+2024+2025","Katie","Splaine",NA,686,30219,"D-III"
"20091","Neb. Wesleyan",74340,"Katie Stanzel","Neb. Wesleyan","2018","Katie","Stanzel",NA,834,462,"D-III"
"20092","Widener",74738,"Katie Sterling","Widener","2016+2017+2018","Katie","Sterling",NA,992,783,"D-III"
"20093","Bethel (MN)",74909,"Katie Stewart","Texas + Bethel (MN)","2024+2025+2018+2019+2020","Katie","Stewart",NA,632,60,"D-III"
"20094","LeTourneau",74961,"Katie Stiba","LeTourneau","2024","Katie","Stiba",NA,774,8490,"D-III"
"20095","Wis. Lutheran",75157,"Katie Stoltenberg","Wis. Lutheran","2024","Katie","Stoltenberg",NA,999,8911,"D-III"
"20096","Cortland",75256,"Katie Stork","Cortland","2024+2025","Katie","Stork",NA,679,168,"D-III"
"20097","Purchase",75401,"Katie Straub","Purchase","2024","Katie","Straub",NA,873,30029,"D-III"
"20098","Franklin",75587,"Katie Struewing","Franklin","2016","Katie","Struewing",NA,717,2694,"D-III"
"20099","Concordia Chicago",75844,"Katie Sullivan","Concordia Chicago","2017+2018","Katie","Sullivan",NA,675,160,"D-III"
"20100","Marietta",76177,"Katie Sweeney","Marietta","2025","Katie","Sweeney",NA,795,385,"D-III"
"20101","Point Park",76644,"Katie Tarr","Point Park","2019","Katie","Tarr",NA,NA,NA,"D-III"
"20102","Mt. St. Joseph",76655,"Katie Tarter","Mt. St. Joseph","2016+2017+2018+2019","Katie","Tarter",NA,826,8567,"D-III"
"20103","Thomas (ME)",76815,"Katie Taylor","Tennessee + Thomas (ME)","2022+2023+2024+2025+2016+2017+2018+2019","Katie","Taylor",NA,950,2758,"D-III"
"20104","Endicott",77045,"Katie Terban","Saint Michael's + Endicott","2017+2018+2019+2024","Katie","Terban",NA,708,8981,"D-III"
"20105","LaGrange",77394,"Katie Thomas","LaGrange","2018","Katie","Thomas",NA,768,1162,"D-III"
"20106","Keystone",77586,"Katie Thompson","UW-River Falls + Keystone","2016","Katie","Thompson",NA,763,30047,"D-III"
"20107","Wheaton (IL)",77725,"Katie Thornton","Wheaton (IL)","2016","Katie","Thornton",NA,988,778,"D-III"
"20108","Curry",78035,"Katie Tobin","Bridgewater St. + Curry","2023+2024+2025","Katie","Tobin",NA,682,170,"D-III"
"20109","Sweet Briar",78380,"Katie Torretti","Sweet Briar","2016","Katie","Torretti",NA,946,687,"D-III"
"20110","Carthage",78508,"Katie Trail","Carthage","2024+2022","Katie","Trail",NA,655,121,"D-III"
"20111","VTSU Castleton",78561,"Katie Traver","VTSU Castleton","2016","Katie","Traver",NA,965,123,"D-III"
"20112","Washington Col.",78700,"Katie Tribbitt","Washington Col.","2025","Katie","Tribbitt",NA,975,753,"D-III"
"20113","Wis.-Stevens Point",79374,"Katie Uhlenbrauck","Wis.-Stevens Point","2016+2017","Katie","Uhlenbrauck",NA,1004,802,"D-III"
"20114","Dominican (IL)",79614,"Katie Uzoras","Dominican (IL)","2017","Katie","Uzoras",NA,691,1332,"D-III"
"20115","Crown (MN)",80243,"Katie Vaughan","Crown (MN)","2024+2025","Katie","Vaughan",NA,681,30035,"D-III"
"20116","Ozarks (AR)",80474,"Katie Ventress","Ozarks (AR)","2017+2018","Katie","Ventress",NA,854,23008,"D-III"
"20117","Saint Mary's (MN)",80720,"Katie Vigier","Saint Mary's (MN)","2024","Katie","Vigier",NA,909,612,"D-III"
"20118","Babson",80961,"Katie Vlacich","Babson","2024+2025","Katie","Vlacich",NA,621,45,"D-III"
"20119","Husson",81474,"Katie Walker","Bushnell + Northwood + Husson","2016+2019+2020","Katie","Walker",NA,749,1133,"D-III"
"20120","Wheelock",81686,"Katie Walsh","Henderson St. + Wheelock","2020+2017","Katie","Walsh",NA,NA,NA,"D-III"
"20121","Penn St.-Schuylkill",81830,"Katie Wank","Penn St.-Schuylkill","2025","Katie","Wank",NA,NA,NA,"D-III"
"20122","Endicott",82315,"Katie Watts","Endicott","2024+2022+2023","Katie","Watts",NA,708,8981,"D-III"
"20123","CWRU",82559,"Katie Wede","CWRU","2016+2017+2018","Katie","Wede",NA,645,122,"D-III"
"20124","St. Olaf",82698,"Katie Weisheit","St. Olaf","2024+2022+2023","Katie","Weisheit",NA,937,615,"D-III"
"20125","Rivier",82762,"Katie Welch","Bentley + Rivier","2022+2023+2024+2025+2018+2019","Katie","Welch",NA,884,18422,"D-III"
"20126","Susquehanna",82786,"Katie Welker","Susquehanna","2019","Katie","Welker",NA,944,685,"D-III"
"20127","Franklin & Marshall",82923,"Katie Wenger","Franklin & Marshall","2016+2017+2018","Katie","Wenger",NA,718,239,"D-III"
"20128","Juniata",83375,"Katie White","Columbus St. + Wis.-Superior + Berry + Rochester (NY) + Juniata","2016+2017+2018+2022+2023+2024","Katie","White",NA,757,325,"D-III"
"20129","N.C. Wesleyan",83477,"Katie Whitehurst","N.C. Wesleyan","2025","Katie","Whitehurst",NA,830,491,"D-III"
"20130","Wis.-Superior",83853,"Katie Wilke","Wis.-Superior","2016","Katie","Wilke",NA,1006,804,"D-III"
"20131","Robert Morris-S'fiel",84122,"Katie Williams","Emory & Henry + Shorter + Robert Morris-S'fiel","2023+2024+2025+2017","Katie","Williams",NA,NA,NA,"D-III"
"20132","TCNJ",84599,"Katie Winchock","TCNJ","2018+2019+2020+2024","Katie","Winchock",NA,947,712,"D-III"
"20133","Husson",84617,"Katie Windsor","Husson","2019+2020+2024+2022","Katie","Windsor",NA,749,1133,"D-III"
"20134","Smith",84656,"Katie Wingrove","Smith","2019","Katie","Wingrove",NA,923,644,"D-III"
"20135","Birmingham-So.",85119,"Katie Wood","Rockhurst + Western New Eng. + Birmingham-So.","2018+2019+2020+2016+2017+2024+2022+2023","Katie","Wood",NA,633,28593,"D-III"
"20136","Greenville",85221,"Katie Woodruff","Greenville","2022","Katie","Woodruff",NA,726,1111,"D-III"
"20137","Wheaton (IL)",85878,"Katie Yergler","Wheaton (IL)","2016","Katie","Yergler",NA,988,778,"D-III"
"20138","Buena Vista",85920,"Katie Yoder","Buena Vista","2016","Katie","Yoder",NA,642,84,"D-III"
"20139","Fredonia",86167,"Katie Yudin","Fredonia","2017+2018+2019+2020+2024+2021","Katie","Yudin",NA,719,242,"D-III"
"20140","MUW",84123,"Katie beth Williams","MUW","2020+2021+2022+2024","Katie beth","Williams",NA,788,431,"D-III"
"20141","Georgia Gwinnett",29397,"Katie jo Goodwin","Georgia Gwinnett","2016","Katie jo","Goodwin",NA,NA,NA,"D-III"
"20142","Belhaven",65045,"Katie jo Richardson","Belhaven","2023+2024","Katie jo","Richardson",NA,625,30197,"D-III"
"20143","Southern Va.",33735,"Katierose Helems","Southern Va.","2016+2017+2018","Katierose","Helems",NA,925,30164,"D-III"
"20144","Macalester",51151,"Katja Mckiernan","Macalester","2016+2018","Katja","Mckiernan",NA,789,376,"D-III"
"20145","Briar Cliff (IA)",8677,"Katl Briley","Briar Cliff (IA)","2016","Katl","Briley",NA,NA,NA,"D-III"
"20146","Briar Cliff (IA)",8678,"Katlin Briley","Briar Cliff (IA)","2016","Katlin","Briley",NA,NA,NA,"D-III"
"20147","Berry",70359,"Katlin Seger","Berry","2016+2017+2018+2019","Katlin","Seger",NA,629,973,"D-III"
"20148","Piedmont",1875,"Katlyn Andrin","Piedmont","2019+2020","Katlyn","Andrin",NA,865,21830,"D-III"
"20149","Thomas (ME)",16002,"Katlyn Coulter","Thomas (ME)","2018+2019","Katlyn","Coulter",NA,950,2758,"D-III"
"20150","Rockford",24518,"Katlyn Fiorucci","Rockford","2018","Katlyn","Fiorucci",NA,887,582,"D-III"
"20151","Redlands",26908,"Katlyn Gandara","Redlands","2023+2024+2025","Katlyn","Gandara",NA,878,567,"D-III"
"20152","Webster",27490,"Katlyn Garza","Webster","2016+2017+2018","Katlyn","Garza",NA,977,759,"D-III"
"20153","Bethel (MN)",36774,"Katlyn Huff","Bethel (MN)","2019","Katlyn","Huff",NA,632,60,"D-III"
"20154","Birmingham-So.",39337,"Katlyn Jones","Birmingham-So.","2020","Katlyn","Jones",NA,633,28593,"D-III"
"20155","Otterbein",42570,"Katlyn Kramer","Otterbein","2024","Katlyn","Kramer",NA,853,531,"D-III"
"20156","Cornell College",45866,"Katlyn Little","Cornell College","2018+2019","Katlyn","Little",NA,678,166,"D-III"
"20157","Hardin-Simmons",50426,"Katlyn Mccoy","Howard Payne + Hardin-Simmons","2016+2017+2018+2019","Katlyn","Mccoy",NA,735,271,"D-III"
"20158","Clarks Summit",51288,"Katlyn Mcleod","Clarks Summit","2021+2020+2024+2022+2023","Katlyn","Mcleod",NA,667,958,"D-III"
"20159","Pikeville",55051,"Katlyn Mulli","Pikeville","2022","Katlyn","Mulli",NA,NA,NA,"D-III"
"20160","Alfred St.",59822,"Katlyn Payne","Alfred St.","2018","Katlyn","Payne",NA,606,30170,"D-III"
"20161","Thiel",60188,"Katlyn Pennell","Thiel","2018+2019","Katlyn","Pennell",NA,949,707,"D-III"
"20162","Thiel",61052,"Katlyn Phillips","Thiel","2022","Katlyn","Phillips",NA,949,707,"D-III"
"20163","Methodist",69452,"Katlyn Schlink","Methodist","2025","Katlyn","Schlink",NA,812,412,"D-III"
"20164","Millikin",69723,"Katlyn Schraeder","Millikin","2024+2025","Katlyn","Schraeder",NA,814,424,"D-III"
"20165","Robert Morris (IL)",70286,"Katlyn Sebastian","Robert Morris (IL)","2017","Katlyn","Sebastian",NA,NA,NA,"D-III"
"20166","Maryville (TN)",72849,"Katlyn Smith","Maryville (TN)","2018+2019","Katlyn","Smith",NA,801,396,"D-III"
"20167","Hamilton",50852,"Katlynn Mcgivney","Hamilton","2024+2022+2023","Katlynn","Mcgivney",NA,732,267,"D-III"
"20168","Hartford",3711,"Katrina Baran","Hartford","2025","Katrina","Baran",NA,736,272,"D-III"
"20169","Ramapo",9706,"Katrina Buczkowski","Ramapo","2016+2017+2018","Katrina","Buczkowski",NA,875,564,"D-III"
"20170","Alfred St.",12604,"Katrina Catellier","Alfred St.","2024","Katrina","Catellier",NA,606,30170,"D-III"
"20171","North Central (MN)",19624,"Katrina Diaz","North Central (MN)","2023","Katrina","Diaz",NA,840,30039,"D-III"
"20172","Hope",22453,"Katrina Ellis","Hope","2016+2017","Katrina","Ellis",NA,744,286,"D-III"
"20173","Roger Williams",29507,"Katrina Goria","Roger Williams","2018+2019+2020+2024","Katrina","Goria",NA,888,583,"D-III"
"20174","Huntingdon",32263,"Katrina Harden","Huntingdon","2016","Katrina","Harden",NA,748,1130,"D-III"
"20175","Chatham",33191,"Katrina Hawkins","Chatham","2016","Katrina","Hawkins",NA,663,10972,"D-III"
"20176","Linfield",38737,"Katrina Johns","Linfield","2019+2024+2022+2023","Katrina","Johns",NA,779,1179,"D-III"
"20177","Rhode Island Col.",40209,"Katrina Kazen","Rhode Island Col.","2019+2020+2024+2022","Katrina","Kazen",NA,881,571,"D-III"
"20178","Alverno",44051,"Katrina Lasee","Alverno","2018","Katrina","Lasee",NA,610,28746,"D-III"
"20179","Dean",44670,"Katrina Lee","Dean","2025","Katrina","Lee",NA,686,30219,"D-III"
"20180","Bridgewater (VA)",48949,"Katrina Martin","Elon + Bridgewater (VA)","2018+2019+2020+2024","Katrina","Martin",NA,639,75,"D-III"
"20181","Hilbert",52432,"Katrina Meyer","Hilbert","2019","Katrina","Meyer",NA,741,8398,"D-III"
"20182","Wis.-La Crosse",57407,"Katrina O'keefe","Wis.-La Crosse","2016","Katrina","O'keefe",NA,1001,795,"D-III"
"20183","Cobleskill St.",57546,"Katrina Oakes","Cobleskill St.","2019","Katrina","Oakes",NA,670,30083,"D-III"
"20184","Bay Path",59960,"Katrina Peck","Bay Path","2016+2017+2018+2019","Katrina","Peck",NA,NA,NA,"D-III"
"20185","Stevenson",60289,"Katrina Perea","Stevenson","2022+2020+2024+2023","Katrina","Perea",NA,941,21852,"D-III"
"20186","Sewanee",63572,"Katrina Ramos","Sewanee","2018","Katrina","Ramos",NA,918,652,"D-III"
"20187","Me.-Farmington",70340,"Katrina Seeley","Me.-Farmington","2016","Katrina","Seeley",NA,806,379,"D-III"
"20188","Chris. Newport",76075,"Katrina Swan","Chris. Newport","2024+2025","Katrina","Swan",NA,664,139,"D-III"
"20189","Nichols",79754,"Katrina Valeri","Nichols","2017+2018+2019+2024","Katrina","Valeri",NA,838,484,"D-III"
"20190","Otterbein",83702,"Katrina Wierzbicki","Otterbein","2018+2019+2020+2024","Katrina","Wierzbicki",NA,853,531,"D-III"
"20191","Southern Ore.",84718,"Katrina Winterburn","Southern Ore.","2024","Katrina","Winterburn",NA,NA,NA,"D-III"
"20192","Bowdoin",21214,"Katryna Dukehart","Bowdoin","2020+2024+2022+2023","Katryna","Dukehart",NA,636,69,"D-III"
"20193","McDaniel",37342,"Kattie Hutchison","McDaniel","2022+2023+2024+2025","Kattie","Hutchison",NA,804,773,"D-III"
"20194","Clarkson",899,"Katy Aldous","Clarkson","2024+2022+2023","Katy","Aldous",NA,668,146,"D-III"
"20195","Wittenberg",4537,"Katy Baumgartner","Wittenberg","2016+2017+2018","Katy","Baumgartner",NA,1008,806,"D-III"
"20196","Knox",15848,"Katy Coseglia","Knox","2017+2018+2019","Katy","Coseglia",NA,765,337,"D-III"
"20197","Marian (WI)",16596,"Katy Croeker","Marian (WI)","2018+2019+2020+2024","Katy","Croeker",NA,794,1196,"D-III"
"20198","Elmira",18568,"Katy Decker","Elmira","2024","Katy","Decker",NA,703,213,"D-III"
"20199","Brescia",24600,"Katy Fisher","Brescia","2024","Katy","Fisher",NA,NA,NA,"D-III"
"20200","Mount Mary",30683,"Katy Groth","Mount Mary","2016","Katy","Groth",NA,824,30033,"D-III"
"20201","East Tex. Baptist",34885,"Katy Hill","East Tex. Baptist","2016+2017","Katy","Hill",NA,695,1062,"D-III"
"20202","Guilford",35869,"Katy Holt","Guilford","2016+2017+2018+2019","Katy","Holt",NA,729,1112,"D-III"
"20203","Pomona-Pitzer",37208,"Katy Hurley","Pomona-Pitzer","2019+2020+2022","Katy","Hurley",NA,870,549,"D-III"
"20204","Anderson (IN)",38926,"Katy Johnson","IUPUI + Anderson (IN)","2016+2017+2018","Katy","Johnson",NA,612,939,"D-III"
"20205","Dakota Wesleyan",44437,"Katy Lazenby","Dakota Wesleyan","2016","Katy","Lazenby",NA,NA,NA,"D-III"
"20206","Adrian",50776,"Katy Mcgarry","Adrian","2019+2020+2022","Katy","Mcgarry",NA,600,4,"D-III"
"20207","Thomas (ME)",51031,"Katy Mcintyre","Thomas (ME)","2023+2024","Katy","Mcintyre",NA,950,2758,"D-III"
"20208","McDaniel",56387,"Katy Newton","Immaculata + McDaniel","2019+2020+2024+2022+2023","Katy","Newton",NA,804,773,"D-III"
"20209","Wesleyan (CT)",57314,"Katy O'connor","Wesleyan (CT)","2018","Katy","O'connor",NA,981,764,"D-III"
"20210","North Park",58287,"Katy Ortinau","North Park","2016","Katy","Ortinau",NA,841,496,"D-III"
"20211","Waynesburg",62142,"Katy Potopenko","Waynesburg","2016","Katy","Potopenko",NA,976,1434,"D-III"
"20212","DeSales",62966,"Katy Pyne","DeSales","2019","Katy","Pyne",NA,685,20,"D-III"
"20213","Russell Sage",65326,"Katy Rimawi","Russell Sage","2016+2017+2018","Katy","Rimawi",NA,892,11036,"D-III"
"20214","Bethany Lutheran",73234,"Katy Snyder","Bethany Lutheran","2016","Katy","Snyder",NA,631,30038,"D-III"
"20215","Penn St.-Brandywine",74545,"Katy Steffen","Penn St.-Brandywine","2016","Katy","Steffen",NA,NA,NA,"D-III"
"20216","Marietta",75278,"Katy Story","Marietta","2023","Katy","Story",NA,795,385,"D-III"
"20217","St. Ambrose",61121,"Katyn Pica-johnson","St. Ambrose","2017","Katyn","Pica-johnson",NA,NA,NA,"D-III"
"20218","Pacific (OR)",79605,"Kaui Uwekoolani","Pacific (OR)","2016","Kaui","Uwekoolani",NA,855,2751,"D-III"
"20219","Claremont-M-S",69120,"Kawai Scanlan","Claremont-M-S","2018+2019+2020","Kawai","Scanlan",NA,665,142,"D-III"
"20220","Babson",43409,"Kay Laliberty","Babson","2025","Kay","Laliberty",NA,621,45,"D-III"
"20221","Juniata",47744,"Kay Magill","Juniata","2024+2025","Kay","Magill",NA,757,325,"D-III"
"20222",NA,NA,"Kaya Booker",NA,NA,NA,NA,"https://ramblinwreck.com/imgproxy/AeL-IZUs36Z5zS903kRfj_RFb7gUNu3SFTNI4588eSo/fit/2500/2500/ce/0/aHR0cHM6Ly9yYW1ibGlud3JlY2suY29tL3dwLWNvbnRlbnQvdXBsb2Fkcy8yMDI0LzExLzk5LktheWFCb29rZXIuanBn.jpg",NA,NA,"D-III"
"20223","Trinity Washington",31795,"Kaya Hamilto","Trinity Washington","2017","Kaya","Hamilto",NA,955,23413,"D-III"
"20224","Clarkson",38927,"Kaya Johnson","Clarkson","2022+2023+2024+2025","Kaya","Johnson",NA,668,146,"D-III"
"20225","Plymouth St.",39960,"Kaya Kaplan","Plymouth St.","2024","Kaya","Kaplan",NA,869,548,"D-III"
"20226","Muhlenberg",47870,"Kaya Mahy","Muhlenberg","2022+2023+2024+2025","Kaya","Mahy",NA,828,453,"D-III"
"20227","Me.-Farmington",20491,"Kayal Donlin","Me.-Farmington","2024+2022","Kayal","Donlin",NA,806,379,"D-III"
"20228","Cumberland (TN)",36107,"Kayala Hoppenjans","Cumberland (TN)","2017","Kayala","Hoppenjans",NA,NA,NA,"D-III"
"20229","Carlow",5534,"Kaybree Benton","Carlow","2021+2024","Kaybree","Benton",NA,652,30253,"D-III"
"20230","Corban",2158,"Kaycee Arase","Corban","2022","Kaycee","Arase",NA,NA,NA,"D-III"
"20231","JWU (Providence)",2990,"Kaycee Babineau","JWU (Providence)","2016","Kaycee","Babineau",NA,754,22626,"D-III"
"20232","Sterling (KS)",12134,"Kaycee Carter","Sterling (KS)","2020","Kaycee","Carter",NA,NA,NA,"D-III"
"20233","Avila",19543,"Kaycee Dexter","Avila","2016","Kaycee","Dexter",NA,NA,NA,"D-III"
"20234","Schreiner",29650,"Kaycee Govett","Schreiner","2017+2016","Kaycee","Govett",NA,916,1355,"D-III"
"20235","Cumberland (TN)",32579,"Kaycee Harris","Cumberland (TN)","2016","Kaycee","Harris",NA,NA,NA,"D-III"
"20236","Tenn. Southern",37192,"Kaycee Hurd","Tenn. Southern","2016","Kaycee","Hurd",NA,NA,NA,"D-III"
"20237","Lehman",37748,"Kaycee Isley","Lehman","2022+2023+2024","Kaycee","Isley",NA,776,279,"D-III"
"20238","Ferrum",41219,"Kaycee Kincaid","Ferrum","2024","Kaycee","Kincaid",NA,712,225,"D-III"
"20239","Hardin-Simmons",42161,"Kaycee Koiner","Hardin-Simmons","2017+2018+2019","Kaycee","Koiner",NA,735,271,"D-III"
"20240","Dallas Christian",50677,"Kaycee Mcdowell","Dallas Christian","2022","Kaycee","Mcdowell",NA,NA,NA,"D-III"
"20241","Hendrix",69651,"Kaycee Schoen","Hendrix","2025","Kaycee","Schoen",NA,740,1124,"D-III"
"20242","SUNY Oneonta",72067,"Kaycee Simpson","SUNY Oneonta","2016+2017+2018","Kaycee","Simpson",NA,903,526,"D-III"
"20243","Trinity (TX)",51979,"Kayci Menchaca","Trinity (TX)","2025","Kayci","Menchaca",NA,954,715,"D-III"
"20244","Point U.",33806,"Kayd Helton","Point U.","2024","Kayd","Helton",NA,NA,NA,"D-III"
"20245","Wooster",13961,"Kaydee Clark","Wooster","2024+2022+2023","Kaydee","Clark",NA,1010,807,"D-III"
"20246","Carroll (MT)",59437,"Kaydee Parsons","Carroll (MT)","2017","Kaydee","Parsons",NA,NA,NA,"D-III"
"20247","Buena Vista",2200,"Kayden Archibeque","Buena Vista","2019+2024","Kayden","Archibeque",NA,642,84,"D-III"
"20248","Southwestern (TX)",27491,"Kaydence Garza","Southwestern (TX)","2023+2024+2025","Kaydence","Garza",NA,926,8746,"D-III"
"20249","Southern Va.",80002,"Kaydence Vandivner","Southern Va.","2023+2025","Kaydence","Vandivner",NA,925,30164,"D-III"
"20250","Sweet Briar",84125,"Kaydin Williams","Sweet Briar","2023+2024","Kaydin","Williams",NA,946,687,"D-III"
"20251","Meredith",65727,"Kaydon Roberson","Meredith","2025","Kaydon","Roberson",NA,810,409,"D-III"
"20252","Williams Baptist",14585,"Kaydra Cole","Williams Baptist","2023+2022","Kaydra","Cole",NA,NA,NA,"D-III"
"20253","Capital",48950,"Kayedon Martin","Capital","2024+2022","Kayedon","Martin",NA,650,117,"D-III"
"20254","La. Christian",18461,"Kayelea Dearmon","Louisiana Col. + La. Christian","2021+2022+2019+2020+2024","Kayelea","Dearmon",NA,NA,NA,"D-III"
"20255","Talladega",45354,"Kayelyn Lewis","Talladega","2020","Kayelyn","Lewis",NA,NA,NA,"D-III"
"20256","Talladega",82107,"Kayhlen Washington","Talladega","2025","Kayhlen","Washington",NA,NA,NA,"D-III"
"20257","Dominican (IL)",23383,"Kayl Faber-cournane","Dominican (IL)","2024","Kayl","Faber-cournane",NA,691,1332,"D-III"
"20258","Marietta",896,"Kayla Alderson","Waynesburg + Marietta","2020+2018+2019+2024","Kayla","Alderson",NA,795,385,"D-III"
"20259","Maryville (TN)",1277,"Kayla Aloisi","Maryville (TN)","2016","Kayla","Aloisi",NA,801,396,"D-III"
"20260","Dominican (IL)",1551,"Kayla Amormino","Dominican (IL)","2025","Kayla","Amormino",NA,691,1332,"D-III"
"20261","Howard Payne",1699,"Kayla Anderson","Harding + George Fox + Franciscan + Howard Payne","2018+2016+2017+2019+2020","Kayla","Anderson",NA,746,2741,"D-III"
"20262","Wheaton (MA)",1793,"Kayla Andrade","Wheaton (MA)","2016","Kayla","Andrade",NA,989,779,"D-III"
"20263","Alvernia",1851,"Kayla Andrews","Alvernia","2016+2017+2018","Kayla","Andrews",NA,609,938,"D-III"
"20264","Puget Sound",1881,"Kayla Andrus","Puget Sound","2016","Kayla","Andrus",NA,872,557,"D-III"
"20265","Southern Va.",2776,"Kayla Autry","Southern Va.","2025+2023+2024","Kayla","Autry",NA,925,30164,"D-III"
"20266","Embry-Riddle (AZ)",2849,"Kayla Avram","Embry-Riddle (AZ)","2017","Kayla","Avram",NA,NA,NA,"D-III"
"20267","St. Norbert",3160,"Kayla Bahr","St. Norbert","2024","Kayla","Bahr",NA,936,614,"D-III"
"20268","Corban",3212,"Kayla Bailey","UAlbany + Corban","2016+2017+2019","Kayla","Bailey",NA,NA,NA,"D-III"
"20269","Mt. St. Joseph",3255,"Kayla Bain","Mt. St. Joseph","2024+2025","Kayla","Bain",NA,826,8567,"D-III"
"20270","Fitchburg St.",3343,"Kayla Baker","Western Ky. + MCLA + Fitchburg St.","2016+2017+2018+2019+2020","Kayla","Baker",NA,713,227,"D-III"
"20271","Elms",4774,"Kayla Beaulieu","Elms","2020","Kayla","Beaulieu",NA,704,532,"D-III"
"20272","Notre Dame (MD)",4875,"Kayla Becker","Notre Dame (MD)","2018","Kayla","Becker",NA,845,8600,"D-III"
"20273","SUNY Delhi",4984,"Kayla Beers","SUNY Delhi","2020+2024+2022+2023","Kayla","Beers",NA,898,30225,"D-III"
"20274","Wis.-Superior",5040,"Kayla Behrman","Wis.-Superior","2019+2020+2024","Kayla","Behrman",NA,1006,804,"D-III"
"20275","Framingham St.",5078,"Kayla Belair","Framingham St.","2016","Kayla","Belair",NA,715,238,"D-III"
"20276","Adrian",5108,"Kayla Belfiori","Adrian","2016+2017","Kayla","Belfiori",NA,600,4,"D-III"
"20277","Eastern Ore.",5580,"Kayla Berg","Eastern Ore.","2021+2024","Kayla","Berg",NA,NA,NA,"D-III"
"20278","Thomas (ME)",5833,"Kayla Bess","Thomas (ME)","2017+2018+2019","Kayla","Bess",NA,950,2758,"D-III"
"20279","Alliance",6241,"Kayla Bird","Alliance","2023","Kayla","Bird",NA,NA,NA,"D-III"
"20280","Olivet",6711,"Kayla Blett","Olivet","2018+2019+2020+2024","Kayla","Blett",NA,851,525,"D-III"
"20281","Siena Heights",7073,"Kayla Boland","Siena Heights","2019","Kayla","Boland",NA,NA,NA,"D-III"
"20282","Lebanon Valley",7125,"Kayla Bolinsky","Lebanon Valley","2016+2017","Kayla","Bolinsky",NA,775,351,"D-III"
"20283","Washington Col.",7335,"Kayla Booros","Washington Col.","2020","Kayla","Booros",NA,975,753,"D-III"
"20284","Howard Payne",7599,"Kayla Boucher","Howard Payne","2017+2018","Kayla","Boucher",NA,746,2741,"D-III"
"20285","Cornell College",7891,"Kayla Boyd","Cornell College","2016","Kayla","Boyd",NA,678,166,"D-III"
"20286","Adrian",7996,"Kayla Bozyk","Adrian","2019","Kayla","Bozyk",NA,600,4,"D-III"
"20287","Chris. Newport",8469,"Kayla Brennan","Chris. Newport","2016","Kayla","Brennan",NA,664,139,"D-III"
"20288","Dubuque",8535,"Kayla Breunig","Dubuque","2019+2020+2024+2022+2021","Kayla","Breunig",NA,693,192,"D-III"
"20289","Notre Dame (MD)",8665,"Kayla Bright","Notre Dame (MD)","2024+2025","Kayla","Bright",NA,845,8600,"D-III"
"20290","Stevenson",8675,"Kayla Briles","Stevenson","2018+2019+2020+2024","Kayla","Briles",NA,941,21852,"D-III"
"20291","Pine Manor",9160,"Kayla Brown","Fort Valley St. + N.C. A&T + Pine Manor","2019+2020+2021+2017","Kayla","Brown",NA,NA,NA,"D-III"
"20292","Wilkes",10177,"Kayla Burleson","Wilkes","2022+2023+2024+2025","Kayla","Burleson",NA,993,784,"D-III"
"20293","Louisiana Col.",10397,"Kayla Busby","Louisiana Col.","2016","Kayla","Busby",NA,NA,NA,"D-III"
"20294","Yeshiva",10790,"Kayla Cagan","Yeshiva","2023+2024","Kayla","Cagan",NA,1012,814,"D-III"
"20295","Huston-Tillotson",11070,"Kayla Camacho","Howard Payne + Huston-Tillotson","2024+2025","Kayla","Camacho",NA,NA,NA,"D-III"
"20296","Rutgers-Newark",11625,"Kayla Cardozo","Rutgers-Newark","2024+2025","Kayla","Cardozo",NA,894,589,"D-III"
"20297","Ursinus",11917,"Kayla Carr","Ursinus","2023+2024+2025","Kayla","Carr",NA,963,730,"D-III"
"20298","Calvin",12135,"Kayla Carter","Neb.-Kearney + Paine + Calvin","2016+2024+2017","Kayla","Carter",NA,649,114,"D-III"
"20299","Westfield St.",12441,"Kayla Castellano","Westfield St.","2018+2020+2024+2021","Kayla","Castellano",NA,985,777,"D-III"
"20300","Williams",13051,"Kayla Chang","Williams","2022+2023+2024+2025","Kayla","Chang",NA,996,789,"D-III"
"20301","St. Mary's (IN)",13091,"Kayla Chapman","St. Mary's (IN)","2016","Kayla","Chapman",NA,935,8688,"D-III"
"20302","Trinity Washington",13203,"Kayla Chatman","Trinity Washington","2017","Kayla","Chatman",NA,955,23413,"D-III"
"20303","SUNY Canton",13217,"Kayla Chavarri","SUNY Canton","2019+2020+2024+2022+2021","Kayla","Chavarri",NA,896,30165,"D-III"
"20304","St. Scholastica",13665,"Kayla Christopherson","St. Scholastica","2019+2020","Kayla","Christopherson",NA,938,618,"D-III"
"20305","New Jersey City",14046,"Kayla Clarke","New Jersey City","2017+2018","Kayla","Clarke",NA,837,319,"D-III"
"20306","St. Andrews",14229,"Kayla Clifton","St. Andrews","2020","Kayla","Clifton",NA,NA,NA,"D-III"
"20307","Defiance",14308,"Kayla Clute","Defiance","2016+2017","Kayla","Clute",NA,687,1050,"D-III"
"20308","Albion",14586,"Kayla Cole","Albion","2024+2025","Kayla","Cole",NA,603,15,"D-III"
