"","last_team","player_id","player","teams","seasons","first","last","headshot","...1","team_id","division"
"10829","Bay Path",30640,"Elizabeth Gross","Bay Path","2020","Elizabeth","Gross",NA,NA,NA,"D-III"
"10830","Anna Maria",31421,"Elizabeth Haggerty","Anna Maria","2016","Elizabeth","Haggerty",NA,613,26,"D-III"
"10831","Pacific (OR)",32257,"Elizabeth Hardee","Pacific (OR)","2024+2025","Elizabeth","Hardee",NA,855,2751,"D-III"
"10832","Greenville",33181,"Elizabeth Hawkins","Greenville","2017+2018","Elizabeth","Hawkins",NA,726,1111,"D-III"
"10833","Willamette",34959,"Elizabeth Hillier","Willamette","2025","Elizabeth","Hillier",NA,994,785,"D-III"
"10834","John Carroll",35534,"Elizabeth Hohlefelder","John Carroll","2025","Elizabeth","Hohlefelder",NA,755,320,"D-III"
"10835","East. Mennonite",36158,"Elizabeth Horn","East. Mennonite","2024","Elizabeth","Horn",NA,696,203,"D-III"
"10836","Mt. St. Joseph",37766,"Elizabeth Ivers","Mt. St. Joseph","2020+2024+2022+2023","Elizabeth","Ivers",NA,826,8567,"D-III"
"10837","Trinity Washington",38344,"Elizabeth Jean","Trinity Washington","2017+2016","Elizabeth","Jean",NA,955,23413,"D-III"
"10838","St. Olaf",38509,"Elizabeth Jennison","St. Olaf","2025","Elizabeth","Jennison",NA,937,615,"D-III"
"10839","MSU Moorhead <i> - Exhibition contest for this institution</i>",38847,"Elizabeth Johnson","MSU Moorhead + MSU Moorhead <i> - Exhibition contest for this institution</i>","2018+2019+2020+2021+2024","Elizabeth","Johnson",NA,NA,NA,"D-III"
"10840","WPI",39491,"Elizabeth Jordan","WPI","2023+2024+2025","Elizabeth","Jordan",NA,971,808,"D-III"
"10841","Springfield",39550,"Elizabeth Joseph","Springfield","2016","Elizabeth","Joseph",NA,928,673,"D-III"
"10842","William Peace",40057,"Elizabeth Kaspala","William Peace","2018+2019+2024","Elizabeth","Kaspala",NA,995,17094,"D-III"
"10843","Elmira",40159,"Elizabeth Kauzala","Elmira","2025","Elizabeth","Kauzala",NA,703,213,"D-III"
"10844","Misericordia",40539,"Elizabeth Kelly","Misericordia","2022+2023+2024+2025","Elizabeth","Kelly",NA,817,16142,"D-III"
"10845","Stevens",41521,"Elizabeth Kirstein","Stevens","2024+2025","Elizabeth","Kirstein",NA,940,679,"D-III"
"10846","SUNY Brockport",41719,"Elizabeth Kline","SUNY Brockport","2016+2017","Elizabeth","Kline",NA,895,78,"D-III"
"10847","Trine",42038,"Elizabeth Koch","Trine","2024+2022+2021","Elizabeth","Koch",NA,952,30037,"D-III"
"10848","Roger Williams",46175,"Elizabeth Lombardo","Salve Regina + Roger Williams","2016+2017+2018+2019","Elizabeth","Lombardo",NA,888,583,"D-III"
"10849","Edgewood",47977,"Elizabeth Malarski","Cairn + Edgewood","2020+2024+2022+2023+2021","Elizabeth","Malarski",NA,700,1066,"D-III"
"10850","Westminster (PA)",47990,"Elizabeth Malczak","Westminster (PA)","2024+2022+2023+2021","Elizabeth","Malczak",NA,987,1451,"D-III"
"10851","York (NY)",48319,"Elizabeth Mansilla","York (NY)","2017","Elizabeth","Mansilla",NA,1013,2730,"D-III"
"10852","Rutgers-Newark",48503,"Elizabeth Marflak","Rutgers-Newark","2016+2017","Elizabeth","Marflak",NA,894,589,"D-III"
"10853","Stockton",48911,"Elizabeth Martin","Stockton","2025","Elizabeth","Martin",NA,942,681,"D-III"
"10854","Gallaudet",49110,"Elizabeth Martinez","Gallaudet","2020","Elizabeth","Martinez",NA,720,245,"D-III"
"10855","Franciscan",49763,"Elizabeth Maxwell","Franciscan","2023+2024+2025","Elizabeth","Maxwell",NA,716,30069,"D-III"
"10856","Coastal Ga.",49967,"Elizabeth Mc","Coastal Ga.","2023","Elizabeth","Mc",NA,NA,NA,"D-III"
"10857","Trinity (CT)",51514,"Elizabeth Mcquaid","Trinity (CT)","2016","Elizabeth","Mcquaid",NA,953,713,"D-III"
"10858","Wheaton (IL)",52417,"Elizabeth Meyer","Wheaton (IL)","2024+2022+2023","Elizabeth","Meyer",NA,988,778,"D-III"
"10859","Medaille",53195,"Elizabeth Minnard","Medaille","2018","Elizabeth","Minnard",NA,NA,NA,"D-III"
"10860","Eastern Conn. St.",53364,"Elizabeth Mitchell","Eastern Conn. St.","2025","Elizabeth","Mitchell",NA,698,200,"D-III"
"10861","USciences",53555,"Elizabeth Mohan","USciences","2017","Elizabeth","Mohan",NA,NA,NA,"D-III"
"10862","Northland",53830,"Elizabeth Montgomery","Northland","2024","Elizabeth","Montgomery",NA,842,1267,"D-III"
"10863","Hartford",56304,"Elizabeth Newkirk","Hartford","2016+2017+2018","Elizabeth","Newkirk",NA,736,272,"D-III"
"10864","Norwich",56691,"Elizabeth Niven","Norwich","2018+2019+2020+2024","Elizabeth","Niven",NA,844,511,"D-III"
"10865","Marymount (VA)",56940,"Elizabeth Norris","Marymount (VA)","2023","Elizabeth","Norris",NA,800,394,"D-III"
"10866","St. Lawrence",56989,"Elizabeth Norton","St. Lawrence","2019+2024","Elizabeth","Norton",NA,934,607,"D-III"
"10867","John Carroll",57381,"Elizabeth O'grady","John Carroll","2018+2019","Elizabeth","O'grady",NA,755,320,"D-III"
"10868","Elms",58033,"Elizabeth Olszewski","Elms","2016+2017+2018","Elizabeth","Olszewski",NA,704,532,"D-III"
"10869","Occidental",59049,"Elizabeth Pang","Occidental","2018+2019+2020","Elizabeth","Pang",NA,847,516,"D-III"
"10870","Austin",59325,"Elizabeth Parks","Charleston (WV) + Austin","2018+2016+2017+2019","Elizabeth","Parks",NA,619,953,"D-III"
"10871","Bates",60089,"Elizabeth Pellini","Bates","2024","Elizabeth","Pellini",NA,624,50,"D-III"
"10872","Northland",60657,"Elizabeth Peters","Northland","2024+2022+2023","Elizabeth","Peters",NA,842,1267,"D-III"
"10873","Sweet Briar",60973,"Elizabeth Phaup","Sweet Briar","2016","Elizabeth","Phaup",NA,946,687,"D-III"
"10874","Belhaven",61607,"Elizabeth Platt","Belhaven","2019+2020+2024+2022","Elizabeth","Platt",NA,625,30197,"D-III"
"10875","Albion",62227,"Elizabeth Powell","Albion","2020","Elizabeth","Powell",NA,603,15,"D-III"
"10876","UChicago",62438,"Elizabeth Press","UChicago","2024+2021","Elizabeth","Press",NA,958,137,"D-III"
"10877","Macalester",62460,"Elizabeth Preston","Austin + Macalester","2024+2022+2023+2025","Elizabeth","Preston",NA,789,376,"D-III"
"10878","Dickinson",63283,"Elizabeth Raefski","Dickinson","2025","Elizabeth","Raefski",NA,690,185,"D-III"
"10879","Roanoke",63808,"Elizabeth Rathbone","Roanoke","2017+2018+2019","Elizabeth","Rathbone",NA,885,578,"D-III"
"10880","Bethel (KS)",63836,"Elizabeth Ratzlaff","Bethel (KS)","2016","Elizabeth","Ratzlaff",NA,NA,NA,"D-III"
"10881","Westminster (MO)",64455,"Elizabeth Reisenauer","Westminster (MO)","2025","Elizabeth","Reisenauer",NA,986,1450,"D-III"
"10882","Husson",64966,"Elizabeth Richard","Husson","2016","Elizabeth","Richard",NA,749,1133,"D-III"
"10883","Brescia",65093,"Elizabeth Richey","Brescia","2024","Elizabeth","Richey",NA,NA,NA,"D-III"
"10884","SUNY Poly",65209,"Elizabeth Riegler","SUNY Poly","2016+2017","Elizabeth","Riegler",NA,904,9500,"D-III"
"10885","St. Joseph's (L.I.)",66573,"Elizabeth Rohme","St. Joseph's (L.I.)","2016+2017","Elizabeth","Rohme",NA,932,1340,"D-III"
"10886","Lakeland",66577,"Elizabeth Rohr","Lakeland","2022","Elizabeth","Rohr",NA,770,1164,"D-III"
"10887","Chapman",67545,"Elizabeth Runge","Chapman","2016+2017+2018+2019","Elizabeth","Runge",NA,662,134,"D-III"
"10888","Stevenson",67735,"Elizabeth Russo","Stevenson","2022+2023+2024+2025","Elizabeth","Russo",NA,941,21852,"D-III"
"10889","Madonna",67904,"Elizabeth Sa","Madonna","2023","Elizabeth","Sa",NA,NA,NA,"D-III"
"10890","Notre Dame de Namur",68783,"Elizabeth Santoyo","Notre Dame de Namur","2018+2019+2020","Elizabeth","Santoyo",NA,NA,NA,"D-III"
"10891","St. Andrews",70785,"Elizabeth Shaffer","St. Andrews","2016","Elizabeth","Shaffer",NA,NA,NA,"D-III"
"10892","Neumann",71404,"Elizabeth Shire","Neumann","2024+2022+2023","Elizabeth","Shire",NA,835,1254,"D-III"
"10893","Bethany (WV)",71559,"Elizabeth Shubert","Bethany (WV)","2023+2024","Elizabeth","Shubert",NA,630,59,"D-III"
"10894","Becker",72026,"Elizabeth Simonian","Becker","2019+2020+2024","Elizabeth","Simonian",NA,NA,NA,"D-III"
"10895","Birmingham-So.",72104,"Elizabeth Sims","Birmingham-So.","2016+2017+2018","Elizabeth","Sims",NA,633,28593,"D-III"
"10896","Clarks Summit",72167,"Elizabeth Singleton","Clarks Summit","2020+2022","Elizabeth","Singleton",NA,667,958,"D-III"
"10897","LaGrange",72750,"Elizabeth Smith","Texas Woman's + LaGrange","2024+2025+2020","Elizabeth","Smith",NA,768,1162,"D-III"
"10898","Edgewood",73526,"Elizabeth Soter","Edgewood","2017","Elizabeth","Soter",NA,700,1066,"D-III"
"10899","Gallaudet",74745,"Elizabeth Stern","Gallaudet","2019","Elizabeth","Stern",NA,720,245,"D-III"
"10900","VTSU Lyndon",75098,"Elizabeth Stoddard","VTSU Lyndon","2018","Elizabeth","Stoddard",NA,966,30065,"D-III"
"10901","Central Baptist",75297,"Elizabeth Stoufer","Central Baptist","2024","Elizabeth","Stoufer",NA,NA,NA,"D-III"
"10902","St. Norbert",75655,"Elizabeth Stuebs","St. Norbert","2023","Elizabeth","Stuebs",NA,936,614,"D-III"
"10903","Belhaven",76441,"Elizabeth Taggard","Belhaven","2021+2020+2024","Elizabeth","Taggard",NA,625,30197,"D-III"
"10904","Rockford",77360,"Elizabeth Thomas","Cottey + Rockford","2023+2022","Elizabeth","Thomas",NA,887,582,"D-III"
"10905","Hunter",77544,"Elizabeth Thompson","Hunter","2024+2025","Elizabeth","Thompson",NA,747,292,"D-III"
"10906","SUNY Morrisville",77905,"Elizabeth Timby","SUNY Morrisville","2022","Elizabeth","Timby",NA,901,30067,"D-III"
"10907","Concordia-M'head",78075,"Elizabeth Tofteland","Concordia-M'head","2021+2020+2024+2022+2023","Elizabeth","Tofteland",NA,677,161,"D-III"
"10908","Methodist",78097,"Elizabeth Toler","Methodist","2016","Elizabeth","Toler",NA,812,412,"D-III"
"10909","VTSU Lyndon",78482,"Elizabeth Towsley","VTSU Lyndon","2018","Elizabeth","Towsley",NA,966,30065,"D-III"
"10910","Brevard",78582,"Elizabeth Traxler","Brevard","2018","Elizabeth","Traxler",NA,638,30094,"D-III"
"10911","Holy Fam. Col. (WI)",79168,"Elizabeth Turner","Holy Fam. Col. (WI)","2020","Elizabeth","Turner",NA,NA,NA,"D-III"
"10912","Trinity (CT)",79244,"Elizabeth Turpin","Trinity (CT)","2024","Elizabeth","Turpin",NA,953,713,"D-III"
"10913","Saint Elizabeth",79466,"Elizabeth Unger","Saint Elizabeth","2017+2018+2019+2020","Elizabeth","Unger",NA,907,9684,"D-III"
"10914","St. Catherine",79813,"Elizabeth Van","Marian (WI) + St. Catherine","2025","Elizabeth","Van",NA,929,597,"D-III"
"10915","St. Catherine",79880,"Elizabeth Van lith","St. Catherine","2023+2024","Elizabeth","Van lith",NA,929,597,"D-III"
"10916","Me.-Farmington",81443,"Elizabeth Walker","Judson (IL) + Me.-Farmington","2016+2017","Elizabeth","Walker",NA,806,379,"D-III"
"10917","East Tex. Baptist",82189,"Elizabeth Watkins","East Tex. Baptist","2023+2024","Elizabeth","Watkins",NA,695,1062,"D-III"
"10918","Muskingum",82331,"Elizabeth Wauford","Muskingum","2024+2025","Elizabeth","Wauford",NA,829,455,"D-III"
"10919","Monmouth (IL)",82350,"Elizabeth Waymore","Monmouth (IL)","2024+2025","Elizabeth","Waymore",NA,819,438,"D-III"
"10920","Macalester",82759,"Elizabeth Welch","Macalester","2024+2025","Elizabeth","Welch",NA,789,376,"D-III"
"10921","Union (NY)",82967,"Elizabeth Werner","Arlington Baptist + Union (NY)","2025+2023+2024","Elizabeth","Werner",NA,962,727,"D-III"
"10922","Maryville (TN)",83229,"Elizabeth Wheeler","Maryville (TN)","2016","Elizabeth","Wheeler",NA,801,396,"D-III"
"10923","SUNY New Paltz",83656,"Elizabeth Wickizer","SUNY New Paltz","2017","Elizabeth","Wickizer",NA,902,475,"D-III"
"10924","Manchester",84305,"Elizabeth Willis","Manchester","2024+2025","Elizabeth","Willis",NA,791,1192,"D-III"
"10925","Pacific (OR)",86034,"Elizabeth Young","Pacific (OR)","2019+2020+2024+2022","Elizabeth","Young",NA,855,2751,"D-III"
"10926","William Woods",555,"Ella Aguiar","William Woods","2024","Ella","Aguiar",NA,NA,NA,"D-III"
"10927","Wartburg",1054,"Ella Allar","Wartburg","2024","Ella","Allar",NA,972,750,"D-III"
"10928","Worcester St.",4634,"Ella Beailieu","Worcester St.","2024","Ella","Beailieu",NA,1011,809,"D-III"
"10929","Southern Me.",5964,"Ella Bezansom","Southern Me.","2023+2024+2025","Ella","Bezansom",NA,924,662,"D-III"
"10930","Hendrix",7119,"Ella Boling","Hendrix","2025","Ella","Boling",NA,740,1124,"D-III"
"10931","Waynesburg",8901,"Ella Brookman","West Va. Wesleyan + Waynesburg","2020+2024+2022+2023+2021","Ella","Brookman",NA,976,1434,"D-III"
"10932","St. Andrews",11194,"Ella Campbell","Col. of Charleston + St. Andrews","2023+2024","Ella","Campbell",NA,NA,NA,"D-III"
"10933","Macalester",13932,"Ella Clark","Macalester","2019","Ella","Clark",NA,789,376,"D-III"
"10934","Carleton",14795,"Ella Collins","Carleton","2022+2023+2024+2025","Ella","Collins",NA,651,118,"D-III"
"10935","Guilford",15845,"Ella Coscia","Guilford","2016+2017+2018+2019","Ella","Coscia",NA,729,1112,"D-III"
"10936","Birmingham-So.",18252,"Ella Day","Birmingham-So.","2018+2019","Ella","Day",NA,633,28593,"D-III"
"10937","Wesleyan (CT)",18598,"Ella Decrescenzo","Wesleyan (CT)","2024+2025","Ella","Decrescenzo",NA,981,764,"D-III"
"10938","UMass Boston",18910,"Ella Delisle","UMass Boston","2024+2025","Ella","Delisle",NA,959,401,"D-III"
"10939","Beloit",19818,"Ella Diers","Beloit","2024+2022","Ella","Diers",NA,626,53,"D-III"
"10940","Simmons",20528,"Ella Donovan","Simmons","2025","Ella","Donovan",NA,920,640,"D-III"
"10941","Greensboro",21892,"Ella Ebert","UC-Colo. Springs + Greensboro","2023+2025","Ella","Ebert",NA,725,263,"D-III"
"10942","Roanoke",21909,"Ella Eccles","Roanoke","2023","Ella","Eccles",NA,885,578,"D-III"
"10943","Saint Benedict",22215,"Ella Eibensteiner","Saint Benedict","2020+2024+2022","Ella","Eibensteiner",NA,906,595,"D-III"
"10944","NVU-Johnson",22573,"Ella Embry","VTSU-Johnson + NVU-Johnson","2022+2023","Ella","Embry",NA,NA,NA,"D-III"
"10945","Mary Hardin-Baylor",26865,"Ella Gamblin","Mary Hardin-Baylor","2024+2025","Ella","Gamblin",NA,798,1203,"D-III"
"10946","Franklin & Marshall",28660,"Ella Glenn","Franklin & Marshall","2018+2019+2020+2024","Ella","Glenn",NA,718,239,"D-III"
"10947","Bridgewater St.",31547,"Ella Haley","Bridgewater St.","2025","Ella","Haley",NA,640,76,"D-III"
"10948","Wis.-La Crosse",32551,"Ella Harris","UMass Lowell + Wis.-La Crosse","2022+2023+2024","Ella","Harris",NA,1001,795,"D-III"
"10949","Hamilton",33619,"Ella Heftved","Hamilton","2022+2023+2024+2025","Ella","Heftved",NA,732,267,"D-III"
"10950","Wis.-Eau Claire",33868,"Ella Henderson","Wis.-Eau Claire","2024+2025","Ella","Henderson",NA,1000,793,"D-III"
"10951","Ill. Wesleyan",34208,"Ella Hermes","Ill. Wesleyan","2025","Ella","Hermes",NA,750,300,"D-III"
"10952","Colby",35939,"Ella Hommeyer","Colby","2017+2018","Ella","Hommeyer",NA,672,151,"D-III"
"10953","Husson",36263,"Ella Hosford","Husson","2024+2025","Ella","Hosford",NA,749,1133,"D-III"
"10954","Emory",36556,"Ella Hoyle","Emory","2023+2024+2025","Ella","Hoyle",NA,707,217,"D-III"
"10955","Emory",38194,"Ella Janish","Emory","2025","Ella","Janish",NA,707,217,"D-III"
"10956","Olivet",38579,"Ella Jeske","Olivet","2022","Ella","Jeske",NA,851,525,"D-III"
"10957","Bowdoin",39277,"Ella Jones","Bowdoin","2022+2023","Ella","Jones",NA,636,69,"D-III"
"10958","Dordt",42412,"Ella Koster","Dordt","2022","Ella","Koster",NA,NA,NA,"D-III"
"10959","Grove City",42598,"Ella Krarup","Grove City","2022+2023+2024","Ella","Krarup",NA,728,265,"D-III"
"10960","DePauw",42913,"Ella Kuenster","DePauw","2023+2024+2025","Ella","Kuenster",NA,684,177,"D-III"
"10961","Wartburg",45705,"Ella Link","Wartburg","2024+2022+2023","Ella","Link",NA,972,750,"D-III"
"10962","Bates",47825,"Ella Maher","Bates","2023+2024+2025","Ella","Maher",NA,624,50,"D-III"
"10963","Westfield St.",47975,"Ella Malanson","Westfield St.","2023+2024+2025","Ella","Malanson",NA,985,777,"D-III"
"10964","Fitchburg St.",48783,"Ella Marshall","Fitchburg St.","2023+2022+2024+2025","Ella","Marshall",NA,713,227,"D-III"
"10965","Bluffton",50320,"Ella Mccombs","Bluffton","2024+2025","Ella","Mccombs",NA,635,987,"D-III"
"10966","Bluffton",51266,"Ella Mclear","Bluffton","2025","Ella","Mclear",NA,635,987,"D-III"
"10967","Gettysburg",52418,"Ella Meyer","Gettysburg","2024+2022+2023","Ella","Meyer",NA,723,258,"D-III"
"10968","Chapman",52689,"Ella Milante","Siena + Chapman","2025+2023+2024","Ella","Milante",NA,662,134,"D-III"
"10969","Wheaton (MA)",53617,"Ella Molinari","Wheaton (MA)","2024+2025","Ella","Molinari",NA,989,779,"D-III"
"10970","Shenandoah",53831,"Ella Montgomery","Shenandoah","2025","Ella","Montgomery",NA,919,637,"D-III"
"10971","Anna Maria",53927,"Ella Moon","Anna Maria","2024+2025","Ella","Moon",NA,613,26,"D-III"
"10972","Millsaps",54336,"Ella Morgan","Millsaps","2025","Ella","Morgan",NA,815,426,"D-III"
"10973","Kalamazoo",56220,"Ella Neumann","Kalamazoo","2025","Ella","Neumann",NA,758,326,"D-III"
"10974","Hiram",56243,"Ella Nevinski","Hiram","2025","Ella","Nevinski",NA,742,281,"D-III"
"10975","DePauw",57761,"Ella Ohrvall","DePauw","2023+2024","Ella","Ohrvall",NA,684,177,"D-III"
"10976","MIT",58698,"Ella Pace","MIT","2025","Ella","Pace",NA,786,398,"D-III"
"10977","Mount Aloysius",59917,"Ella Pearson","Mount Aloysius","2022+2023","Ella","Pearson",NA,822,30036,"D-III"
"10978","Otterbein",60932,"Ella Pfaffl","Otterbein","2024+2025","Ella","Pfaffl",NA,853,531,"D-III"
"10979","Northwestern-St. Paul",62620,"Ella Priola","Northwestern-St. Paul","2025","Ella","Priola",NA,843,30031,"D-III"
"10980","Cairn",63082,"Ella Quince","Cairn","2024","Ella","Quince",NA,647,1305,"D-III"
"10981","Valley City St.",65665,"Ella Roaldson","Valley City St.","2023","Ella","Roaldson",NA,969,506055,"D-III"
"10982","Bethel (MN)",65772,"Ella Roberts","Bethel (MN)","2024+2022+2023+2021","Ella","Roberts",NA,632,60,"D-III"
"10983","Hardin-Simmons",68174,"Ella Salinas","Hardin-Simmons","2025+2023+2024","Ella","Salinas",NA,735,271,"D-III"
"10984","SUNY New Paltz",70926,"Ella Sharrock","SUNY New Paltz","2024+2025","Ella","Sharrock",NA,902,475,"D-III"
"10985","Wis.-Stevens Point",72751,"Ella Smith","Wis.-Stevens Point","2025","Ella","Smith",NA,1004,802,"D-III"
"10986","Luther",73502,"Ella Sorum","Luther","2025","Ella","Sorum",NA,781,372,"D-III"
"10987","St. Ambrose",73743,"Ella Specht","St. Ambrose","2020","Ella","Specht",NA,NA,NA,"D-III"
"10988","MCLA",74152,"Ella Staffier","MCLA","2023+2024+2025","Ella","Staffier",NA,785,486,"D-III"
"10989","Transylvania",74478,"Ella Steczynski","Transylvania","2024+2025","Ella","Steczynski",NA,951,28749,"D-III"
"10990","Calvin",74494,"Ella Steele","Calvin","2023+2024+2025","Ella","Steele",NA,649,114,"D-III"
"10991","Buffalo St.",74888,"Ella Stewart","SUNY Oneonta + Buffalo St.","2024+2025","Ella","Stewart",NA,643,85,"D-III"
"10992","Principia",75336,"Ella Straber","Principia","2025","Ella","Straber",NA,871,555,"D-III"
"10993","Buffalo St.",75972,"Ella Susi","Buffalo St.","2022+2025","Ella","Susi",NA,643,85,"D-III"
"10994","Endicott",78450,"Ella Tower","Endicott","2023+2024+2025","Ella","Tower",NA,708,8981,"D-III"
"10995","Stevens",78485,"Ella Tozduman","Stevens","2023+2024+2025","Ella","Tozduman",NA,940,679,"D-III"
"10996","Clark (MA)",78592,"Ella Traynor","Clark (MA)","2023+2024+2025","Ella","Traynor",NA,666,145,"D-III"
"10997","Suffolk",79133,"Ella Turnbull","Suffolk","2022+2023+2024+2025","Ella","Turnbull",NA,943,684,"D-III"
"10998","Penn St.-New Kens.",80285,"Ella Vaupel","Penn St.-New Kens.","2024","Ella","Vaupel",NA,NA,NA,"D-III"
"10999","St. Mary (NE)",82301,"Ella Watts","St. Mary (NE)","2024","Ella","Watts",NA,NA,NA,"D-III"
"11000","Trinity (TX)",83286,"Ella Whitacre","Trinity (TX)","2024+2025","Ella","Whitacre",NA,954,715,"D-III"
"11001","Colby",83771,"Ella Wilcox","Colby","2025+2024","Ella","Wilcox",NA,672,151,"D-III"
"11002","UW-River Falls",84905,"Ella Woida","UW-River Falls","2024+2025","Ella","Woida",NA,961,801,"D-III"
"11003","Wooster",84981,"Ella Wolff","Wooster","2023+2024+2025","Ella","Wolff",NA,1010,807,"D-III"
"11004","Claremont-M-S",85880,"Ella Yerkes","Claremont-M-S","2024+2025","Ella","Yerkes",NA,665,142,"D-III"
"11005","Grinnell",86035,"Ella Young","Grinnell","2025","Ella","Young",NA,727,264,"D-III"
"11006","Hartford",86627,"Ella Zobel","Hartford","2025","Ella","Zobel",NA,736,272,"D-III"
"11007","Grinnell",337,"Elle Adams","Grinnell","2019","Elle","Adams",NA,727,264,"D-III"
"11008","St. Scholastica",5529,"Elle Benton","St. Scholastica","2017+2019","Elle","Benton",NA,938,618,"D-III"
"11009","St. Olaf",8240,"Elle Brandt","St. Olaf","2024+2023+2025","Elle","Brandt",NA,937,615,"D-III"
"11010","Roanoke",9935,"Elle Burbank","Roanoke","2016","Elle","Burbank",NA,885,578,"D-III"
"11011","Brandeis",22211,"Elle Ehrlich","Brandeis","2023+2024+2025","Elle","Ehrlich",NA,637,73,"D-III"
"11012","Dakota Wesleyan",24214,"Elle Feser","Dakota Wesleyan","2024","Elle","Feser",NA,NA,NA,"D-III"
"11013","St. Lawrence",29955,"Elle Gray","St. Lawrence","2016+2017+2018+2019","Elle","Gray",NA,934,607,"D-III"
"11014","Skidmore",32683,"Elle Harrison","Skidmore","2023+2024+2025","Elle","Harrison",NA,922,642,"D-III"
"11015","Wheaton (IL)",45602,"Elle Lindblad","Wheaton (IL)","2019+2020+2024","Elle","Lindblad",NA,988,778,"D-III"
