"","last_team","player_id","player","teams","seasons","first","last","...1","team_id","division"
"2754","Ball St.",59629,"Becca Rodriguez","Ball St.","2016","Becca","Rodriguez",18,47,"D-I"
"2755","Rhode Island",59840,"Becca Rogers","Rhode Island","2016+2017+2018+2019","Becca","Rogers",218,572,"D-I"
"2756","Houston",62859,"Becca Schulte","LSU + Houston","2018+2020+2022","Becca","Schulte",105,288,"D-I"
"2757","Charlotte",64261,"Becca Shipper","Charlotte","2016+2017+2018","Becca","Shipper",47,458,"D-I"
"2758","Hofstra",71653,"Becca Vaillancourt","UMass Lowell + Hofstra","2021+2022+2023+2024","Becca","Vaillancourt",103,283,"D-I"
"2759","Rhode Island",77733,"Becca Zawistowski","Rhode Island","2023+2024","Becca","Zawistowski",218,572,"D-I"
"2760","Troy",11675,"Becca leigh Chadwick","Troy","2024","Becca leigh","Chadwick",276,716,"D-I"
"2761","Wright St.",54661,"Becka Peterson","Wright St.","2016+2017","Becka","Peterson",325,810,"D-I"
"2762","Western Caro.",76550,"Becka Wonsick","Western Caro.","2024","Becka","Wonsick",317,769,"D-I"
"2763","Kansas",48286,"Becki Monaghan","Kansas","2017+2018+2019+2020","Becki","Monaghan",121,328,"D-I"
"2764","Villanova",19011,"Becky Ducar","Villanova","2017+2018+2019+2020","Becky","Ducar",311,739,"D-I"
"2765","Holy Cross",24998,"Becky Geddes","Holy Cross","2016","Becky","Geddes",104,285,"D-I"
"2766","Cleveland St.",33560,"Becky Hurosky","Cleveland St.","2020+2021+2022+2023+2024","Becky","Hurosky",52,148,"D-I"
"2767","Indiana St.",43218,"Becky Malchow","Indiana St.","2017+2018+2019+2020","Becky","Malchow",113,305,"D-I"
"2768","Radford",43524,"Becky Mantel","Radford","2016","Becky","Mantel",217,563,"D-I"
"2769","Jackson St.",991,"Beija Allen","Jackson St.","2023+2024","Beija","Allen",117,314,"D-I"
"2770","Texas",795,"Bekah Alcozer","Texas","2016+2017+2018+2019","Bekah","Alcozer",269,703,"D-I"
"2771","George Mason",1793,"Bekah Ansbro","George Mason","2017+2018+2019+2020+2021","Bekah","Ansbro",91,248,"D-I"
"2772","Georgia",21430,"Bekah Farris","Georgia","2016+2017","Bekah","Farris",94,257,"D-I"
"2773","NIU",29236,"Bekah Harnish","NIU","2016+2017+2018","Bekah","Harnish",173,503,"D-I"
"2774","Toledo",77274,"Bekah Yenrick","Toledo","2018+2019+2020","Bekah","Yenrick",274,709,"D-I"
"2775","Kent St.",77593,"Bekah Zachrich","Kent St.","2023","Bekah","Zachrich",125,331,"D-I"
"2776","Manhattan",9810,"Bela Cahueque","Manhattan","2023+2024","Bela","Cahueque",146,381,"D-I"
"2777","Western Ill.",1252,"Bella Alvarez","Western Ill.","2021+2022+2023+2024","Bella","Alvarez",318,771,"D-I"
"2778","Fordham",2588,"Bella Ayala","Fordham","2021+2022+2023+2024","Bella","Ayala",86,236,"D-I"
"2779","Elon",2753,"Bella Backer","Elon","2022","Bella","Backer",76,1068,"D-I"
"2780","Nebraska",2765,"Bella Bacon","Purdue + Nebraska","2023+2024","Bella","Bacon",174,463,"D-I"
"2781","USC Upstate",5240,"Bella Bertot","USC Upstate","2020+2021+2022+2023","Bella","Bertot",298,10411,"D-I"
"2782","Toledo",7523,"Bella Brass","Toledo","2022","Bella","Brass",274,709,"D-I"
"2783","Virginia",9712,"Bella Cabral","Virginia","2024","Bella","Cabral",312,746,"D-I"
"2784","Morehead St.",10435,"Bella Caracciolo","Morehead St.","2019","Bella","Caracciolo",166,444,"D-I"
"2785","Morehead St.",10557,"Bella Caricari","Morehead St.","2018","Bella","Caricari",166,444,"D-I"
"2786","Fla. Atlantic",12483,"Bella Cimino","Fla. Atlantic","2024","Bella","Cimino",82,229,"D-I"
"2787","Evansville",13069,"Bella Coffey","Evansville","2020+2021+2022","Bella","Coffey",77,219,"D-I"
"2788","Loyola Chicago",14974,"Bella Crimaldi","Loyola Chicago","2024","Bella","Crimaldi",143,371,"D-I"
"2789","Colgate",15164,"Bella Crow","Colgate","2018+2019+2020+2021","Bella","Crow",55,153,"D-I"
"2790","Florida St.",15734,"Bella D'errico","Florida St.","2016","Bella","D'errico",85,234,"D-I"
"2791","North Dakota St.",16638,"Bella Dean","North Dakota St.","2023+2024","Bella","Dean",185,493,"D-I"
"2792","Bucknell",17422,"Bella Deriso","Bucknell","2019+2020+2021","Bella","Deriso",31,83,"D-I"
"2793","Elon",17578,"Bella Devesa","Elon","2020+2021+2022+2023","Bella","Devesa",76,1068,"D-I"
"2794","Loyola Chicago",17666,"Bella Dezeeuw","Loyola Chicago","2023","Bella","Dezeeuw",143,371,"D-I"
"2795","Lehigh",20041,"Bella Egizio","Lehigh","2021","Bella","Egizio",134,352,"D-I"
"2796","San Diego St.",20787,"Bella Espinoza","San Diego St.","2022+2023+2024","Bella","Espinoza",234,626,"D-I"
"2797","Binghamton",21332,"Bella Farina","Houston + Binghamton","2023+2024","Bella","Farina",23,62,"D-I"
"2798","Tennessee",21512,"Bella Faw","Tennessee","2024","Bella","Faw",265,694,"D-I"
"2799","Penn",22150,"Bella Fiortentino","Penn","2020+2021+2022+2023","Bella","Fiortentino",205,540,"D-I"
"2800","UC Santa Barbara",23730,"Bella Fuentes","UC Santa Barbara","2023+2024","Bella","Fuentes",283,104,"D-I"
"2801","Kennesaw St.",24185,"Bella Galloway","Kennesaw St.","2023","Bella","Galloway",124,1157,"D-I"
"2802","Boston U.",24605,"Bella Gargicevich-almeida","Boston U.","2019+2020+2021+2022","Bella","Gargicevich-almeida",26,68,"D-I"
"2803","Niagara",24672,"Bella Garone","Niagara","2018+2019+2020+2021","Bella","Garone",179,482,"D-I"
"2804","Marshall",25210,"Bella Gerlach","Western Mich. + Marshall","2023+2024","Bella","Gerlach",148,388,"D-I"
"2805","James Madison",30773,"Bella Henzler","James Madison","2023+2024","Bella","Henzler",120,317,"D-I"
"2806","Green Bay",30834,"Bella Herman","Green Bay","2024","Bella","Herman",99,794,"D-I"
"2807","Tarleton St.",30871,"Bella Hernandez","Tarleton St.","2022+2023+2024","Bella","Hernandez",263,1395,"D-I"
"2808","UC Davis",32370,"Bella Holtz","UC Davis","2022+2024","Bella","Holtz",280,108,"D-I"
"2809","Holy Cross",34445,"Bella Jankowski","Holy Cross","2018+2019+2020+2021","Bella","Jankowski",104,285,"D-I"
"2810","Nevada",38157,"Bella Kordonowy","Nevada","2021+2022+2023","Bella","Kordonowy",175,466,"D-I"
"2811","Gardner-Webb",41017,"Bella Ligotti","Gardner-Webb","2023+2024","Bella","Ligotti",90,1092,"D-I"
"2812","Arizona St.",41732,"Bella Loomis","Arizona St.","2018+2019+2020+2021+2022","Bella","Loomis",10,28,"D-I"
"2813","Lafayette",42079,"Bella Lowdermilk","Lafayette","2021+2022+2024","Bella","Lowdermilk",131,342,"D-I"
"2814","Illinois",42149,"Bella Loya","Illinois","2018+2019+2020+2021+2022","Bella","Loya",110,301,"D-I"
"2815","Bradley",44767,"Bella Mauries","Bradley","2020","Bella","Mauries",28,72,"D-I"
"2816","CSUN",46656,"Bella Mejia","CSUN","2023","Bella","Mejia",35,101,"D-I"
"2817","UIW",48001,"Bella Mitchell","New Mexico + UIW","2023+2024","Bella","Mitchell",288,2743,"D-I"
"2818","Georgia St.",49205,"Bella Morton","Georgia St.","2024","Bella","Morton",95,254,"D-I"
"2819","DePaul",50961,"Bella Nigey","DePaul","2023+2024","Bella","Nigey",63,176,"D-I"
"2820","Indiana",51298,"Bella Norton","Indiana","2017+2018+2019+2020+2021","Bella","Norton",112,306,"D-I"
"2821","UC Davis",52970,"Bella Pahulu","UC Davis","2021+2022+2023+2024","Bella","Pahulu",280,108,"D-I"
"2822","Massachusetts",53179,"Bella Pantoja","Massachusetts","2021+2022+2023+2024","Bella","Pantoja",150,400,"D-I"
"2823","McNeese",54301,"Bella Perez","McNeese","2024","Bella","Perez",151,402,"D-I"
"2824","Indiana St.",54662,"Bella Peterson","Indiana St.","2018+2019+2020+2021+2022","Bella","Peterson",113,305,"D-I"
"2825","Bucknell",56944,"Bella Radican","Bucknell","2022+2023+2024","Bella","Radican",31,83,"D-I"
"2826","Central Mich.",59431,"Bella Robles","Central Mich.","2017+2018+2019+2020","Bella","Robles",45,129,"D-I"
"2827","Fresno St.",59471,"Bella Rocco","Boise St. + Fresno St.","2020+2021+2022+2023+2024","Bella","Rocco",87,96,"D-I"
"2828","Winthrop",60553,"Bella Roy","Winthrop","2019+2020+2021+2022+2023","Bella","Roy",322,792,"D-I"
"2829","Eastern Ky.",61553,"Bella Sanchez","UIW + Eastern Ky.","2020+2021+2022+2023+2024","Bella","Sanchez",74,202,"D-I"
"2830","UC Riverside",63166,"Bella Scozzola","UC Riverside","2024","Bella","Scozzola",281,111,"D-I"
"2831","Utah",63277,"Bella Secaira","Utah","2016+2017","Bella","Secaira",304,732,"D-I"
"2832","UTEP",69050,"Bella Tavares","UTEP","2024","Bella","Tavares",301,704,"D-I"
"2833","Cal Poly",72359,"Bella Veloz","Cal Poly","2018","Bella","Veloz",36,90,"D-I"
"2834","San Diego",72537,"Bella Vick","San Diego","2019","Bella","Vick",233,627,"D-I"
"2835","UAB",75319,"Bella Wiggins","UAB","2022+2023+2024","Bella","Wiggins",278,9,"D-I"
"2836","Illinois St.",75452,"Bella Wilkerson","Illinois St.","2022+2023+2024","Bella","Wilkerson",111,299,"D-I"
"2837","Southern Utah",23500,"Belle Freund","Southern Utah","2024","Belle","Freund",253,667,"D-I"
"2838","Ohio",33374,"Belle Hummel","Ohio","2023+2024","Belle","Hummel",195,519,"D-I"
"2839","Idaho St.",50255,"Belle Navarrette","Idaho St.","2024","Belle","Navarrette",109,294,"D-I"
"2840","South Fla.",61966,"Belle Sardja","South Fla.","2024","Belle","Sardja",246,651,"D-I"
"2841","South Alabama",76460,"Belle Wolfenden","South Alabama","2021+2022","Belle","Wolfenden",241,646,"D-I"
"2842","George Washington",42350,"Benita Lukose","George Washington","2019","Benita","Lukose",92,249,"D-I"
"2843","Virginia Tech",27303,"Beosha Gregory","Virginia Tech","2016","Beosha","Gregory",313,742,"D-I"
"2844","Wofford",50348,"Bergan Needles","Wofford","2024","Bergan","Needles",324,2915,"D-I"
"2845","Penn",4013,"Berit Batterton","Penn","2017+2018+2019+2020","Berit","Batterton",205,540,"D-I"
"2846","Longwood",75197,"Berkeley Whitten","Longwood","2024","Berkeley","Whitten",139,363,"D-I"
"2847","Louisiana Tech",9867,"Berkley Calapp","Louisiana Tech","2016+2017+2018+2019","Berkley","Calapp",141,366,"D-I"
"2848","Oklahoma St.",21483,"Berkley Faulkner","Oklahoma St.","2016","Berkley","Faulkner",199,521,"D-I"
"2849","Seattle U",71901,"Berkley Vance","Seattle U","2024","Berkley","Vance",238,1356,"D-I"
"2850","Utah Valley",10831,"Berlyn Carreon","Utah Valley","2019","Berlyn","Carreon",307,30024,"D-I"
"2851","North Carolina",16983,"Berlynne Delamora","North Carolina","2016+2017+2018+2019","Berlynne","Delamora",183,457,"D-I"
"2852","Canisius",56180,"Bernice Preciado","Canisius","2022","Bernice","Preciado",42,116,"D-I"
"2853","Stanford",51153,"Bessie Noll","Stanford","2016+2017","Bessie","Noll",258,674,"D-I"
"2854","Louisiana",2330,"Beth Ashley","Louisiana","2017+2018","Beth","Ashley",140,671,"D-I"
"2855","Tennessee Tech",45454,"Beth Mcculley","Kennesaw St. + Tennessee Tech","2017+2018+2019+2020+2021","Beth","Mcculley",267,692,"D-I"
"2856","Western Ill.",53821,"Beth Pavy","Western Ill.","2024","Beth","Pavy",318,771,"D-I"
"2857","Southern Miss.",69085,"Beth Taylor","Southern Miss.","2016+2017+2018+2019+2020","Beth","Taylor",251,664,"D-I"
"2858","Florida St.",36325,"Bethaney Keen","South Fla. + Florida St.","2017+2019+2020+2021+2022+2023","Bethaney","Keen",85,234,"D-I"
"2859","Houston",516,"Bethany Aguilar","Houston","2024","Bethany","Aguilar",105,288,"D-I"
"2860","Houston",9430,"Bethany Busch","Houston","2019+2020+2021+2022","Bethany","Busch",105,288,"D-I"
"2861","Wichita St.",10242,"Bethany Canada","Wichita St.","2016+2017+2018+2019","Bethany","Canada",321,782,"D-I"
"2862","ETSU",14598,"Bethany Cowart","ETSU","2016","Bethany","Cowart",71,198,"D-I"
"2863","Western Caro.",18241,"Bethany Dobias","Western Caro.","2022+2023+2024","Bethany","Dobias",317,769,"D-I"
"2864","Charlotte",18652,"Bethany Doty","Charlotte","2018+2019","Bethany","Doty",47,458,"D-I"
"2865","Lamar University",19941,"Bethany Edwards","Lamar University","2020","Bethany","Edwards",132,346,"D-I"
"2866","Lindenwood",23033,"Bethany Fountain","Lindenwood","2016+2017","Bethany","Fountain",136,30136,"D-I"
"2867","Pacific",28750,"Bethany Hammer","Pacific","2018+2019+2020+2021+2022","Bethany","Hammer",204,534,"D-I"
"2868","Montana",52051,"Bethany Olea","Montana","2016+2017","Bethany","Olea",165,441,"D-I"
"2869","Santa Clara",64203,"Bethany Shih","Santa Clara","2023+2024","Bethany","Shih",237,631,"D-I"
"2870","Missouri St.",68221,"Bethany Sullinger","Missouri St.","2016+2017","Bethany","Sullinger",163,669,"D-I"
"2871","Eastern Ky.",70236,"Bethany Todd","Kentucky + Eastern Ky.","2018+2019+2020+2021+2022","Bethany","Todd",74,202,"D-I"
"2872","Arkansas",5112,"Betina Beringhele","Arkansas","2016+2017","Betina","Beringhele",12,31,"D-I"
"2873","Cal Poly",13164,"Betsy Colburn","Cal Poly","2016","Betsy","Colburn",36,90,"D-I"
"2874","UNC Greensboro",19721,"Betsy Eatmon","UNC Greensboro","2024","Betsy","Eatmon",294,459,"D-I"
"2875","Mississippi Val.",47852,"Betty Mingo","Mississippi Val.","2020","Betty","Mingo",161,432,"D-I"
"2876","Oregon St.",47523,"Beverly Miller","Oregon St.","2016","Beverly","Miller",203,528,"D-I"
"2877","Mississippi St.",59325,"Bevia Robinson","Mississippi St.","2017+2018+2019","Bevia","Robinson",160,430,"D-I"
"2878","NIU",3675,"Bianca Barone","NIU","2019+2020+2021+2022","Bianca","Barone",173,503,"D-I"
"2879","Alcorn",4787,"Bianca Benavides","Alcorn","2016","Bianca","Benavides",7,17,"D-I"
"2880","Grand Canyon",6449,"Bianca Boling","Grand Canyon","2016+2017+2018","Bianca","Boling",98,1104,"D-I"
"2881","Florida St.",15264,"Bianca Cruz","Prairie View + Florida St.","2019+2020+2021+2022","Bianca","Cruz",85,234,"D-I"
"2882","Army West Point",26299,"Bianca Gonzalez","Army West Point","2019","Bianca","Gonzalez",14,725,"D-I"
"2883","Bryant",44515,"Bianca Mastropietro","Bryant","2017","Bianca","Mastropietro",30,81,"D-I"
"2884","Georgia Tech",48722,"Bianca Mora","Georgia Tech","2018+2019+2020+2021","Bianca","Mora",96,255,"D-I"
"2885","Texas St.",56112,"Bianca Prado","Texas St.","2016","Bianca","Prado",272,670,"D-I"
"2886","SIUE",72960,"Bianca Vozenilek","Rutgers + SIUE","2018+2019+2020+2021","Bianca","Vozenilek",223,660,"D-I"
"2887","Howard",76843,"Bianca Worthy","Wagner + Howard","2020+2021+2022+2023+2024","Bianca","Worthy",107,290,"D-I"
"2888","LSU",4638,"Bianka Bell","LSU","2016","Bianka","Bell",129,365,"D-I"
"2889","DePaul",59631,"Bibianna Rodriguez","Michigan St. + DePaul","2023+2024","Bibianna","Rodriguez",63,176,"D-I"
"2890","Minnesota",13687,"Billi Connell","Minnesota","2023","Billi","Connell",159,428,"D-I"
"2891","Nebraska",1664,"Billie Andrews","Nebraska","2021+2022+2023+2024","Billie","Andrews",174,463,"D-I"
"2892","Monmouth",36845,"Billie Kerwood","Monmouth","2022+2023+2024","Billie","Kerwood",164,439,"D-I"
"2893","Dartmouth",45673,"Billie Mcfadyen","Dartmouth","2019+2020+2021+2022+2024","Billie","Mcfadyen",61,172,"D-I"
"2894","Idaho St.",74503,"Billie Wells","Idaho St.","2019","Billie","Wells",109,294,"D-I"
"2895","Prairie View",21985,"Biviana Figueroa","Prairie View","2022+2023+2024","Biviana","Figueroa",209,553,"D-I"
"2896","Abilene Christian",12784,"Blair Clayton","Abilene Christian","2017+2018+2019+2020","Blair","Clayton",2,2,"D-I"
"2897","Presbyterian",16035,"Blair Darby","Presbyterian","2023","Blair","Darby",210,1320,"D-I"
"2898","Liberty",39894,"Blair Lawrence","Liberty","2016","Blair","Lawrence",135,355,"D-I"
"2899","Alabama St.",47815,"Blair Mims","Alabama St.","2021","Blair","Mims",6,7,"D-I"
"2900","Elon",58359,"Blair Rhodes","Elon","2021","Blair","Rhodes",76,1068,"D-I"
"2901","Southern U.",75840,"Blair Willis","Southern U.","2023","Blair","Willis",252,665,"D-I"
"2902","Louisville",3915,"Blaire Bass","Auburn + Louisville","2016+2017+2018","Blaire","Bass",142,367,"D-I"
"2903","Saint Francis (PA)",39828,"Blaire Lauthers","Saint Francis (PA)","2016","Blaire","Lauthers",226,600,"D-I"
"2904","Presbyterian",47524,"Blaire Miller","Presbyterian","2016+2017","Blaire","Miller",210,1320,"D-I"
"2905","ULM",75929,"Blaire Wilson","ULM","2019","Blaire","Wilson",289,498,"D-I"
"2906","Arizona",5658,"Blaise Biringer","Ole Miss + Arizona","2021+2022+2023+2024","Blaise","Biringer",9,29,"D-I"
"2907","Jacksonville",8068,"Blaise Brooks","Jacksonville","2016+2017","Blaise","Brooks",118,316,"D-I"
"2908","Colgate",7270,"Blake Brackett","Colgate","2017+2018+2020","Blake","Brackett",55,153,"D-I"
"2909","Nevada",14735,"Blake Craft","Nevada","2020+2021+2022+2023+2024","Blake","Craft",175,466,"D-I"
"2910","Stetson",14955,"Blake Crews","Stetson","2017+2018+2019+2020","Blake","Crews",259,678,"D-I"
"2911","Troy",25371,"Blake Gibson","Liberty + Troy","2020+2021+2022","Blake","Gibson",276,716,"D-I"
"2912","Charleston So.",32367,"Blake Holtorf","Charleston So.","2022+2024","Blake","Holtorf",46,48,"D-I"
"2913","Penn",39315,"Blake Landow","Penn","2023+2024","Blake","Landow",205,540,"D-I"
"2914","Georgia Tech",50414,"Blake Neleman","Georgia Tech","2020+2021+2022+2023+2024","Blake","Neleman",96,255,"D-I"
"2915","Creighton",58832,"Blake Ringle","Creighton","2016","Blake","Ringle",60,169,"D-I"
"2916","Army West Point",60128,"Blake Ronning","Army West Point","2020","Blake","Ronning",14,725,"D-I"
"2917","Winthrop",73427,"Blake Wallert","Winthrop","2016+2017+2018+2019","Blake","Wallert",322,792,"D-I"
"2918","Texas A&M",23593,"Blake-ann Fritsch","Texas A&M","2017+2018+2019+2020","Blake-ann","Fritsch",270,697,"D-I"
"2919","Abilene Christian",8062,"Blakeli Brookreson","Abilene Christian","2018+2019+2020+2021","Blakeli","Brookreson",2,2,"D-I"
"2920","Marshall",9025,"Blakely Burch","USC Upstate + Marshall","2017+2018+2019+2020+2021","Blakely","Burch",148,388,"D-I"
"2921","Towson",70003,"Blakely Thrower","Towson","2016","Blakely","Thrower",275,711,"D-I"
"2922","Charleston So.",37275,"Blakley Kingsmore","Charleston So.","2024","Blakley","Kingsmore",46,48,"D-I"
"2923","UNC Greensboro",4010,"Blayke Batten","UNC Greensboro","2020+2021+2022+2023+2024","Blayke","Batten",294,459,"D-I"
"2924","North Texas",46320,"Blayze Mcnemar","North Texas","2024","Blayze","Mcnemar",187,497,"D-I"
"2925","UC San Diego",549,"Bobbi Aguirre","UC San Diego","2021+2022+2023+2018+2020","Bobbi","Aguirre",282,112,"D-I"
"2926","Buffalo",39455,"Bobbi Langlois","Buffalo","2016+2017","Bobbi","Langlois",32,86,"D-I"
"2927","South Dakota St.",64949,"Bobbi Singleton","South Dakota St.","2017","Bobbi","Singleton",245,649,"D-I"
"2928","Southeastern La.",65408,"Bobbi Smith","Southeastern La.","2019","Bobbi","Smith",248,655,"D-I"
"2929","California Baptist",56151,"Bobbiann Pratt","Boise St. + California Baptist","2021+2022+2024","Bobbiann","Pratt",40,30135,"D-I"
"2930","Columbia",62508,"Bonnie Schipper","Columbia","2016+2017+2018","Bonnie","Schipper",57,158,"D-I"
"2931","UNCW",7529,"Booth Braswell","UNCW","2017+2018+2019","Booth","Braswell",295,460,"D-I"
"2932","Pacific",38125,"Bradi Kooyman","Missouri + Pacific","2017+2018+2019+2020","Bradi","Kooyman",204,534,"D-I"
"2933","Nevada",25888,"Bradianne Glover","Nevada","2022+2023","Bradianne","Glover",175,466,"D-I"
"2934","Boise St.",22028,"Bradie Fillmore","California + Boise St.","2017+2018+2019+2020","Bradie","Fillmore",24,66,"D-I"
"2935","Winthrop",32110,"Bradlee Holeman","Winthrop","2016","Bradlee","Holeman",322,792,"D-I"
"2936","Tarleton St.",60537,"Brady Rowland","Memphis + Tarleton St.","2020+2021+2022+2023+2024","Brady","Rowland",263,1395,"D-I"
"2937","Bryant",70104,"Brady Tillotson","Bryant","2017","Brady","Tillotson",30,81,"D-I"
"2938","Abilene Christian",28684,"Braegan Hamilton","Texas St. + Abilene Christian","2016+2017+2018","Braegan","Hamilton",2,2,"D-I"
"2939","North Ala.",9274,"Bragan Burns","North Ala.","2016","Bragan","Burns",182,487,"D-I"
"2940","Bowling Green",18015,"Braiden Dillow","Bowling Green","2016","Braiden","Dillow",27,71,"D-I"
"2941","Oregon",60189,"Braiesey Rosa","Oregon","2024","Braiesey","Rosa",202,529,"D-I"
"2942","Sam Houston",73884,"Brailey Wasik","Sam Houston","2022+2023","Brailey","Wasik",231,624,"D-I"
"2943","Bryant",9134,"Brandi Burgin","Bryant","2016+2017+2018","Brandi","Burgin",30,81,"D-I"
"2944","Marist",13958,"Brandi Coon","Marist","2016+2017+2018+2019","Brandi","Coon",147,386,"D-I"
"2945","Le Moyne",21579,"Brandi Feeney","Saint Peter's + Le Moyne","2020+2021+2022+2023+2024","Brandi","Feeney",133,349,"D-I"
"2946","Saint Joseph's",29186,"Brandi Harkness","Saint Joseph's","2016","Brandi","Harkness",227,606,"D-I"
"2947","Prairie View",35712,"Brandi Juarez","Prairie View","2021+2022+2023+2024","Brandi","Juarez",209,553,"D-I"
"2948","Illinois St.",39025,"Brandi Lafountaine","Illinois St.","2020+2021+2022+2023","Brandi","Lafountaine",111,299,"D-I"
"2949","Minnesota",45837,"Brandi Mcgregor","Minnesota","2016","Brandi","Mcgregor",159,428,"D-I"
"2950","FDU",48003,"Brandi Mitchell","Fairleigh Dickinson + FDU","2022+2023+2024","Brandi","Mitchell",78,222,"D-I"
"2951","Oklahoma St.",50342,"Brandi Needham","Oklahoma St.","2016+2017","Brandi","Needham",199,521,"D-I"
"2952","Merrimack",50392,"Brandi Neil","Merrimack","2023+2024","Brandi","Neil",154,410,"D-I"
