"","last_team","player_id","player","teams","seasons","first","last","headshot","...1","team_id","division"
"222","Tampa",75267,"Abby Sulte","Valdosta St. + Tampa","2022+2023+2024+2025","Abby","Sulte",NA,552,689,"D-II"
"223","Rollins",75277,"Abby Summers","FIU + Rollins","2016+2017+2018+2019","Abby","Summers",NA,514,584,"D-II"
"224","Drury",77215,"Abby Tiemann","Drury","2020+2021+2022","Abby","Tiemann",NA,391,1057,"D-II"
"225","Colorado Mesa",77481,"Abby Toller","Colorado Mesa","2017+2018","Abby","Toller",NA,380,11416,"D-II"
"226","William Jewell",79351,"Abby Vandiver","William Jewell","2021+2022+2023+2024","Abby","Vandiver",NA,593,30120,"D-II"
"227","Texas Woman's",80742,"Abby Walker","Texas Woman's","2017+2018","Abby","Walker",NA,556,701,"D-II"
"228","Central Wash.",81511,"Abby Watkins","Central Wash.","2025","Abby","Watkins",NA,366,1010,"D-II"
"229","Lees-McRae",82355,"Abby West","Lees-McRae","2021+2022+2023","Abby","West",NA,446,13302,"D-II"
"230","Bloomsburg",83115,"Abby Wild","Bloomsburg","2018+2019+2020+2021","Abby","Wild",NA,346,65,"D-II"
"231","Francis Marion",83305,"Abby Williams","Francis Marion","2024+2025","Abby","Williams",NA,415,1085,"D-II"
"232","Spring Hill",61888,"Abby grace Praytor","Spring Hill","2017","Abby grace","Praytor",NA,543,30191,"D-II"
"233","Concordia-St. Paul",11999,"Abi Carter","Concordia-St. Paul","2025","Abi","Carter",NA,383,9081,"D-II"
"234","Mo. Southern St.",15447,"Abi Corbett","Mo. Southern St.","2016+2017+2018","Abi","Corbett",NA,477,9012,"D-II"
"235","Delta St.",27883,"Abi Gibson","Delta St.","2016+2017+2018+2019","Abi","Gibson",NA,388,181,"D-II"
"236","Okla. Christian",43867,"Abi Lavalley","Missouri St. + Okla. Christian","2019+2020+2021+2022","Abi","Lavalley",NA,501,30179,"D-II"
"237","Georgia College",44769,"Abi Leroy","Georgia College","2016","Abi","Leroy",NA,420,1096,"D-II"
"238","Shorter",79014,"Abi Valdes","Shorter","2016+2017+2018","Abi","Valdes",NA,529,30151,"D-II"
"239","Biola",56607,"Abie Nowak","Biola","2021+2022+2023+2024","Abie","Nowak",NA,343,30220,"D-II"
"240","West Va. Wesleyan",7350,"Abigail Borello","West Va. Wesleyan","2024+2025","Abigail","Borello",NA,587,9630,"D-II"
"241","Miles",7563,"Abigail Boudreaux","Miles","2023+2024","Abigail","Boudreaux",NA,468,422,"D-II"
"242","Ashland",10434,"Abigail Butler","Ashland","2018+2019+2020+2021","Abigail","Butler",NA,332,35,"D-II"
"243","Spring Hill",13452,"Abigail Christ","Spring Hill","2025","Abigail","Christ",NA,543,30191,"D-II"
"244","St. Mary's (TX)",18625,"Abigail Dela","St. Mary's (TX)","2025","Abigail","Dela",NA,547,1346,"D-II"
"245","St. Mary's (TX)",18627,"Abigail Dela rosa","St. Mary's (TX)","2023+2024","Abigail","Dela rosa",NA,547,1346,"D-II"
"246","Eastern N.M.",19004,"Abigail Dennis","Eastern N.M.","2021+2022","Abigail","Dennis",NA,394,206,"D-II"
"247","Assumption",21003,"Abigail Duggan","Assumption","2018+2019+2020+2021","Abigail","Duggan",NA,333,36,"D-II"
"248","Northwest Nazarene",26378,"Abigail Gagnon","Northwest Nazarene","2020+2021+2022+2023+2024","Abigail","Gagnon",NA,494,1274,"D-II"
"249","Christian Brothers",27172,"Abigail Garrison","Christian Brothers","2024+2025","Abigail","Garrison",NA,373,1015,"D-II"
"250","Northwest Mo. St.",28228,"Abigail Gilson","Northwest Mo. St.","2016+2017+2018","Abigail","Gilson",NA,493,507,"D-II"
"251","Southern N.H.",29683,"Abigail Gray","Southern N.H.","2020+2021+2022+2023","Abigail","Gray",NA,537,468,"D-II"
"252","Salem (WV)",32098,"Abigail Harki","Salem (WV)","2024+2025","Abigail","Harki",NA,522,19117,"D-II"
"253","Assumption",43651,"Abigail Larson","Assumption","2021+2022+2023+2024","Abigail","Larson",NA,333,36,"D-II"
"254","Ark.-Monticello",44717,"Abigail Leonards","Ark.-Monticello","2018+2019","Abigail","Leonards",NA,330,8411,"D-II"
"255","Texas Woman's",45837,"Abigail Long","Texas Woman's","2024","Abigail","Long",NA,556,701,"D-II"
"256","Tex. A&M-Kingsville",47827,"Abigail Mangold","Tex. A&M-Kingsville","2017","Abigail","Mangold",NA,554,696,"D-II"
"257","Northwood",48110,"Abigail Maresh","Northwood","2020+2021","Abigail","Maresh",NA,496,510,"D-II"
"258","Belmont Abbey",54458,"Abigail Mravja","Belmont Abbey","2021+2022","Abigail","Mravja",NA,339,2683,"D-II"
"259","Goldey-Beacom",57055,"Abigail O'shields","West Va. Wesleyan + Goldey-Beacom","2020+2021+2022+2023+2024","Abigail","O'shields",NA,423,8366,"D-II"
"260","Edinboro",57354,"Abigail Olejniczak","Edinboro","2025","Abigail","Olejniczak",NA,396,209,"D-II"
"261","Northwest Nazarene",58044,"Abigail Otto","Northwest Nazarene","2016+2017+2018+2019","Abigail","Otto",NA,494,1274,"D-II"
"262","West Chester",59688,"Abigail Penjuke","West Chester","2020+2021+2022+2023","Abigail","Penjuke",NA,583,765,"D-II"
"263","Limestone",61992,"Abigail Price","Limestone","2023+2024","Abigail","Price",NA,449,1174,"D-II"
"264","Mercy",62547,"Abigail Quigley","Mercy","2023","Abigail","Quigley",NA,466,407,"D-II"
"265","West Chester",62583,"Abigail Quinn","West Chester","2020+2021+2022+2023","Abigail","Quinn",NA,583,765,"D-II"
"266","USC Beaufort",62928,"Abigail Ramirez","USC Beaufort","2024+2025","Abigail","Ramirez",NA,568,30259,"D-II"
"267","Northern St.",67253,"Abigail Rux","Northern St.","2022+2023","Abigail","Rux",NA,492,1266,"D-II"
"268","Edinboro",67652,"Abigail Sallot","Edinboro","2016+2017+2018+2019","Abigail","Sallot",NA,396,209,"D-II"
"269","Southwestern Okla.",68627,"Abigail Schade","Southwestern Okla.","2016+2017","Abigail","Schade",NA,542,8744,"D-II"
"270","Rollins",70129,"Abigail Sexton","Rollins","2016+2017+2018+2019","Abigail","Sexton",NA,514,584,"D-II"
"271","Tampa",71130,"Abigail Siegel","Tampa","2021+2022+2023+2024","Abigail","Siegel",NA,552,689,"D-II"
"272","Spring Hill",72774,"Abigail Solomon","Spring Hill","2016","Abigail","Solomon",NA,543,30191,"D-II"
"273","Emory & Henry",74812,"Abigail Street","Emory & Henry","2023+2024+2025","Abigail","Street",NA,401,216,"D-II"
"274","Rogers St.",76119,"Abigail Taylor","ETSU + Rogers St.","2025+2019+2020+2021","Abigail","Taylor",NA,513,30180,"D-II"
"275","Newberry",79078,"Abigail Valentine","Newberry","2019+2021","Abigail","Valentine",NA,487,1257,"D-II"
"276","Northwest Nazarene",81512,"Abigail Watkins","Northwest Nazarene","2016+2017","Abigail","Watkins",NA,494,1274,"D-II"
"277","Anderson (SC)",81757,"Abigail Webb","Anderson (SC)","2018+2019+2020+2021","Abigail","Webb",NA,328,13028,"D-II"
"278","East Stroudsburg",82011,"Abigail Weirich","East Stroudsburg","2022+2023+2024+2025","Abigail","Weirich",NA,393,197,"D-II"
"279","Lee",82073,"Abigail Welbaum","Lee","2024","Abigail","Welbaum",NA,445,30013,"D-II"
"280","American Int'l",82144,"Abigail Wells","American Int'l","2021+2022+2023+2024","Abigail","Wells",NA,327,22,"D-II"
"281","Limestone",83581,"Abigail Williamson","Limestone","2016","Abigail","Williamson",NA,449,1174,"D-II"
"282","USC Aiken",84910,"Abigail Wyatt","USC Aiken","2024","Abigail","Wyatt",NA,567,11276,"D-II"
"283","St. Mary's (TX)",11732,"Abigale Carney","St. Mary's (TX)","2018+2019+2020+2021+2022","Abigale","Carney",NA,547,1346,"D-II"
"284","Lander",74512,"Abigayle Stokes","Lander","2021","Abigayle","Stokes",NA,442,1167,"D-II"
"285","Arkansas Tech",45641,"Abilgail Lochala","Arkansas Tech","2021+2022+2023+2024","Abilgail","Lochala",NA,331,947,"D-II"
"286","Fort Valley St.",37778,"Abrahana James","Fort Valley St.","2016","Abrahana","James",NA,414,237,"D-II"
"287","Cal St. Monterey Bay",781,"Abreanna Alba","Cal St. Monterey Bay","2025","Abreanna","Alba",NA,356,30055,"D-II"
"288","Saint Michael's",72021,"Abreanna Smith","Saint Michael's","2024+2025","Abreanna","Smith",NA,520,613,"D-II"
"289","Texas Woman's",82819,"Abriana Whitfield","Texas Woman's","2020","Abriana","Whitfield",NA,556,701,"D-II"
"290","Columbus St.",29811,"Abrianna Green","Columbus St.","2025","Abrianna","Green",NA,381,159,"D-II"
"291","Southeastern Okla.",40359,"Abrianna Kennedy","Southeastern Okla.","2025","Abrianna","Kennedy",NA,534,1371,"D-II"
"292","Colo. Christian",12376,"Abrie Castillo","Tex. Permian Basin + Colo. Christian","2019+2020+2021+2022+2023","Abrie","Castillo",NA,378,11403,"D-II"
"293","Concord",24088,"Abriel Fields","Concord","2025","Abriel","Fields",NA,382,1028,"D-II"
"294","Azusa Pacific",53823,"Abry Moreno","Azusa Pacific","2016+2017","Abry","Moreno",NA,336,30146,"D-II"
"295","Pace",8128,"Aby Brambila","Davenport + Pace","2017+2018+2019","Aby","Brambila",NA,503,533,"D-II"
"296","Lee",37977,"Abygail Jarvi","Lee","2024","Abygail","Jarvi",NA,445,30013,"D-II"
"297","West Ala.",74640,"Ac Storey","West Ala.","2017","Ac","Storey",NA,582,358,"D-II"
"298","Tex. A&M Int'l",67610,"Acacia Salinas","Tex. A&M Int'l","2016+2017+2018","Acacia","Salinas",NA,553,30090,"D-II"
"299","Tuskegee",73181,"Acey Spence","Tuskegee","2017+2016","Acey","Spence",NA,563,720,"D-II"
"300","Mount Olive",61980,"Ada Previtte","Mount Olive","2020","Ada","Previtte",NA,482,1245,"D-II"
"301","Newberry",27561,"Adalene Gendill","Newberry","2024","Adalene","Gendill",NA,487,1257,"D-II"
"302","Cedarville",38438,"Adaline Johnson","Cedarville","2024","Adaline","Johnson",NA,363,30124,"D-II"
"303","Cedarville",85830,"Adaline Ziehmer","Cedarville","2021+2022+2023","Adaline","Ziehmer",NA,363,30124,"D-II"
"304","Lenoir-Rhyne",61917,"Adda Prescott","Lenoir-Rhyne","2023+2024+2025","Adda","Prescott",NA,447,1170,"D-II"
"305","West Virginia St.",19786,"Addi Dillow","West Virginia St.","2022+2023+2024","Addi","Dillow",NA,588,1439,"D-II"
"306","Midwestern St.",31820,"Addi Hanna","Midwestern St.","2021+2022+2024","Addi","Hanna",NA,467,1222,"D-II"
"307","Lubbock Christian",44927,"Addi Lewis","Lubbock Christian","2020+2021+2024","Addi","Lewis",NA,455,30177,"D-II"
"308","William Jewell",5090,"Addie Bell","William Jewell","2023+2024+2025","Addie","Bell",NA,593,30120,"D-II"
"309","Converse",8202,"Addie Branen","Converse","2025","Addie","Branen",NA,384,8935,"D-II"
"310","Fairmont St.",26125,"Addie Fullen","Fairmont St.","2016+2017","Addie","Fullen",NA,404,1076,"D-II"
"311","Young Harris",33165,"Addie Heal","Young Harris","2023+2024+2025","Addie","Heal",NA,599,30154,"D-II"
"312","Glenville St.",34375,"Addie Hicks","Glenville St.","2025","Addie","Hicks",NA,422,1098,"D-II"
"313","Henderson St.",39153,"Addie Jordan","Henderson St.","2021","Addie","Jordan",NA,428,1123,"D-II"
"314","Lincoln (MO)",43346,"Addie Lang","Lincoln (MO)","2025","Addie","Lang",NA,450,356,"D-II"
"315","Francis Marion",49376,"Addie May","Francis Marion","2019+2020+2021","Addie","May",NA,415,1085,"D-II"
"316","Southern Wesleyan",56645,"Addie Nugent","Southern Wesleyan","2018+2019+2020+2021","Addie","Nugent",NA,539,30192,"D-II"
"317","USC Beaufort",64199,"Addie Reynolds","USC Beaufort","2023+2024+2025","Addie","Reynolds",NA,568,30259,"D-II"
"318","Carson-Newman",68382,"Addie Saunders","Carson-Newman","2025","Addie","Saunders",NA,361,1000,"D-II"
"319","Ohio Dominican",78107,"Addie Triplett","Ohio Dominican","2024+2025","Addie","Triplett",NA,499,30119,"D-II"
"320","Eckerd",43447,"Addisan Langston","Eckerd","2022+2023+2024+2025","Addisan","Langston",NA,395,208,"D-II"
"321","Western N.M.",10545,"Addisen Byers","Western N.M.","2025","Addisen","Byers",NA,589,1445,"D-II"
"322","Glenville St.",598,"Addison Aguiniga","Glenville St.","2022+2023+2024+2025","Addison","Aguiniga",NA,422,1098,"D-II"
"323","Lubbock Christian",2198,"Addison Ard","Lubbock Christian","2016+2017","Addison","Ard",NA,455,30177,"D-II"
"324","Findlay",5280,"Addison Bender","Findlay","2022+2023+2024+2025","Addison","Bender",NA,408,1079,"D-II"
"325","Davenport",6170,"Addison Binney","Davenport","2021+2022","Addison","Binney",NA,386,30221,"D-II"
"326","Georgia College",6340,"Addison Black","Georgia College","2024+2025","Addison","Black",NA,420,1096,"D-II"
"327","Lenoir-Rhyne",6451,"Addison Blair","Lenoir-Rhyne","2022","Addison","Blair",NA,447,1170,"D-II"
"328","Ill. Springfield",9428,"Addison Bryant","Ill. Springfield","2021+2019+2020","Addison","Bryant",NA,431,30050,"D-II"
"329","Texas-Dallas",10688,"Addison Caddell","Texas-Dallas","2025+2023+2024","Addison","Caddell",NA,557,23121,"D-II"
"330","Northeastern St.",22114,"Addison Elbon","Northeastern St.","2018+2019+2020+2021","Addison","Elbon",NA,491,12810,"D-II"
"331","Fort Lewis",27401,"Addison Gavigan","Fort Lewis","2025","Addison","Gavigan",NA,413,1083,"D-II"
"332","Spring Hill",30513,"Addison Grundmeyer","Spring Hill","2021+2020+2022","Addison","Grundmeyer",NA,543,30191,"D-II"
"333","Mars Hill",32265,"Addison Harris","Mars Hill","2017+2018+2019","Addison","Harris",NA,461,1199,"D-II"
"334","Emmanuel (GA)",33664,"Addison Hendrix","Emmanuel (GA)","2025","Addison","Hendrix",NA,400,30193,"D-II"
"335","Sioux Falls",34287,"Addison Heule","Sioux Falls","2025","Addison","Heule",NA,531,30128,"D-II"
"336","Pitt.-Johnstown",34682,"Addison Hilligsberg","Pitt.-Johnstown","2024+2025","Addison","Hilligsberg",NA,505,546,"D-II"
"337","Tusculum",35181,"Addison Hoffner","Tusculum","2025","Addison","Hoffner",NA,562,12830,"D-II"
"338","Maryville (MO)",42085,"Addison Koth","Maryville (MO)","2024+2025","Addison","Koth",NA,463,395,"D-II"
"339","Midwestern St.",45240,"Addison Lindemann","Midwestern St.","2024+2025","Addison","Lindemann",NA,467,1222,"D-II"
"340","Carson-Newman",46331,"Addison Lowe","Carson-Newman","2021+2022+2023","Addison","Lowe",NA,361,1000,"D-II"
"341","Charleston (WV)",48972,"Addison Mass","Charleston (WV)","2023+2024+2025","Addison","Mass",NA,369,1013,"D-II"
"342","Tiffin",51217,"Addison Mease","Tiffin","2018","Addison","Mease",NA,559,1403,"D-II"
"343","Lake Erie",56646,"Addison Nugent","Lake Erie","2025","Addison","Nugent",NA,440,2746,"D-II"
"344","Embry-Riddle (FL)",57760,"Addison Orr","Embry-Riddle (FL)","2024+2025","Addison","Orr",NA,399,9680,"D-II"
"345","Augusta",63990,"Addison Renfroe","Augusta","2019","Addison","Renfroe",NA,334,39,"D-II"
"346","East Stroudsburg",65554,"Addison Roche","East Stroudsburg","2021+2022","Addison","Roche",NA,393,197,"D-II"
"347","Ohio Dominican",72489,"Addison Smodilla","Ohio Dominican","2020+2021+2022+2023+2024","Addison","Smodilla",NA,499,30119,"D-II"
"348","Chadron St.",73129,"Addison Spears","Chadron St.","2020+2021+2022+2023","Addison","Spears",NA,367,1012,"D-II"
"349","Henderson St.",77206,"Addison Tidwell","Henderson St.","2022+2023+2024+2025","Addison","Tidwell",NA,428,1123,"D-II"
"350","Ferris St.",81167,"Addison Wangler","Ferris St.","2025","Addison","Wangler",NA,407,224,"D-II"
"351","East Central",16012,"Addisyn Cox","East Central","2025","Addisyn","Cox",NA,392,8965,"D-II"
"352","Erskine",16254,"Addy Crawford","Erskine","2023+2024+2025","Addy","Crawford",NA,403,1072,"D-II"
"353","Neb.-Kearney",18238,"Addy Deal","Neb.-Kearney","2024+2025","Addy","Deal",NA,484,1156,"D-II"
"354","Limestone",20275,"Addy Donald","Limestone","2025","Addy","Donald",NA,449,1174,"D-II"
"355","Ill. Springfield",28291,"Addy Girard","Ill. Springfield","2024+2025","Addy","Girard",NA,431,30050,"D-II"
"356","UIndy",55414,"Addy Neal","UIndy","2024","Addy","Neal",NA,565,309,"D-II"
"357","Trevecca Nazarene",75278,"Addy Summers","Trevecca Nazarene","2024+2025","Addy","Summers",NA,560,30002,"D-II"
"358","Montevallo",77245,"Addy Tillery","Montevallo","2025","Addy","Tillery",NA,481,1238,"D-II"
"359","Arkansas Tech",81184,"Addy Ward","Arkansas Tech","2024+2025","Addy","Ward",NA,331,947,"D-II"
"360","Northeastern St.",84262,"Addy Wolfe","Northeastern St.","2020+2021+2022+2023+2024","Addy","Wolfe",NA,491,12810,"D-II"
"361","Upper Iowa",799,"Addyson Alber","Upper Iowa","2024+2025","Addyson","Alber",NA,572,728,"D-II"
"362","Emporia St.",25234,"Addyson Foster","Emporia St.","2025","Addyson","Foster",NA,402,1071,"D-II"
"363","Lees-McRae",37197,"Addyson Ikard","Lees-McRae","2020+2021","Addyson","Ikard",NA,446,13302,"D-II"
"364","Ill. Springfield",49885,"Addyson Mcclure","Ill. Springfield","2022+2023+2024+2025","Addyson","Mcclure",NA,431,30050,"D-II"
"365","Ouachita Baptist",52347,"Addyson Miller","Ouachita Baptist","2020","Addyson","Miller",NA,502,1289,"D-II"
"366","Lubbock Christian",79645,"Adelae Vayas","Lubbock Christian","2017+2018","Adelae","Vayas",NA,455,30177,"D-II"
"367","Belmont Abbey",16013,"Adeline Cox","Belmont Abbey","2023+2024","Adeline","Cox",NA,339,2683,"D-II"
"368","Edinboro",47403,"Adeline Maguire","Edinboro","2024+2025","Adeline","Maguire",NA,396,209,"D-II"
"369","Slippery Rock",56025,"Adeline Nicholson","Morehead St. + Slippery Rock","2020+2018+2019","Adeline","Nicholson",NA,532,643,"D-II"
"370","North Georgia",12141,"Adella Carver","North Georgia","2019+2020","Adella","Carver",NA,489,30052,"D-II"
"371","Mississippi Col.",12975,"Adelle Chapman","Mississippi Col.","2020","Adelle","Chapman",NA,474,429,"D-II"
"372","Bemidji St.",83704,"Adelyn Wilson","Bemidji St.","2022","Adelyn","Wilson",NA,340,54,"D-II"
"373","Thomas More",38442,"Adi Johnson","Thomas More","2024+2025","Adi","Johnson",NA,558,1402,"D-II"
"374","Okla. Baptist",63710,"Adi Reese","Okla. Baptist","2022+2023+2024","Adi","Reese",NA,500,30202,"D-II"
"375","Ill. Springfield",66981,"Adi Rumler","Ill. Springfield","2024+2025","Adi","Rumler",NA,431,30050,"D-II"
"376","Saint Rose",70493,"Adian Sheeren","UAlbany + Saint Rose","2020+2021+2022+2023+2024","Adian","Sheeren",NA,521,1347,"D-II"
"377","Belmont Abbey",85225,"Adison Yoder","USC Upstate + Belmont Abbey","2021+2022+2023+2024","Adison","Yoder",NA,339,2683,"D-II"
"378","Western N.M.",1416,"Adlai Alvidrez","Western N.M.","2023+2024","Adlai","Alvidrez",NA,589,1445,"D-II"
"379","Black Hills St.",43222,"Adreanna Lance","Black Hills St.","2023+2024+2025","Adreanna","Lance",NA,344,30134,"D-II"
"380","Benedict",23798,"Adrian Felton","Benedict","2020","Adrian","Felton",NA,341,55,"D-II"
"381","Thomas More",48298,"Adrian Marquez","Thomas More","2019","Adrian","Marquez",NA,558,1402,"D-II"
"382","Dominican (NY)",3904,"Adriana Barnes","Dominican (NY)","2022+2023+2024+2025","Adriana","Barnes",NA,390,8956,"D-II"
"383","MSU Denver",9688,"Adriana Bueno","Wilmington (DE) + MSU Denver","2022+2023+2024+2025","Adriana","Bueno",NA,457,413,"D-II"
"384","Eastern N.M.",11439,"Adriana Carabajal","Eastern N.M.","2019+2020","Adriana","Carabajal",NA,394,206,"D-II"
"385","Eastern N.M.",11459,"Adriana Carbajal","Eastern N.M.","2017","Adriana","Carbajal",NA,394,206,"D-II"
"386","St. Thomas Aquinas",14392,"Adriana Coira","St. Thomas Aquinas","2023+2024+2025","Adriana","Coira",NA,548,1348,"D-II"
"387","Sul Ross St.",33939,"Adriana Hernandez","Sul Ross St.","2025+2023+2024","Adriana","Hernandez",NA,551,1390,"D-II"
"388","Central Wash.",45812,"Adriana Lomeli-smith","Central Wash.","2020","Adriana","Lomeli-smith",NA,366,1010,"D-II"
"389","Cal St. East Bay",48658,"Adriana Martinez","Boston College + Cal St. East Bay","2025+2023+2024","Adriana","Martinez",NA,355,98,"D-II"
"390","Georgian Court",54694,"Adriana Mungo","Georgian Court","2024+2021+2022+2023","Adriana","Mungo",NA,421,9004,"D-II"
"391","Ursuline",56081,"Adriana Nicpon","Ursuline","2019+2020+2021+2022","Adriana","Nicpon",NA,573,30140,"D-II"
"392","Lynn",58007,"Adriana Otero","FIU + Lynn","2021+2022+2023","Adriana","Otero",NA,456,20794,"D-II"
"393","Vanguard",61575,"Adriana Portillo","Vanguard","2025","Adriana","Portillo",NA,575,30263,"D-II"
"394","Saint Leo",62265,"Adriana Przespolewski","Saint Leo","2024+2025","Adriana","Przespolewski",NA,518,608,"D-II"
"395","St. Thomas Aquinas",65533,"Adriana Rocco","St. Thomas Aquinas","2024","Adriana","Rocco",NA,548,1348,"D-II"
"396","Molloy",67354,"Adriana Saab","Molloy","2019+2020","Adriana","Saab",NA,479,437,"D-II"
"397","Salem (WV)",67800,"Adriana Sanchez","Bryant + Bethune-Cookman + Salem (WV)","2018+2019+2020+2021","Adriana","Sanchez",NA,522,19117,"D-II"
"398","Georgian Court",69451,"Adriana Scimone","Georgian Court","2016+2017+2018+2019","Adriana","Scimone",NA,421,9004,"D-II"
"399","Frostburg St.",83893,"Adriana Wimmer","Frostburg St.","2022+2023","Adriana","Wimmer",NA,417,243,"D-II"
"400","Tex. Permian Basin",5782,"Adrianna Berzoza","Tex. Permian Basin","2016+2017+2018","Adrianna","Berzoza",NA,555,30088,"D-II"
"401","Arkansas Tech",15293,"Adrianna Cooney","Arkansas Tech","2022+2023+2024","Adrianna","Cooney",NA,331,947,"D-II"
"402","St. Thomas Aquinas",19719,"Adrianna Dilal","North Dakota + Kutztown + St. Thomas Aquinas","2021+2017+2018+2019+2020","Adrianna","Dilal",NA,548,1348,"D-II"
"403","Bowie St.",20064,"Adrianna Dockett","Bowie St.","2024+2025","Adrianna","Dockett",NA,348,70,"D-II"
"404","Mount Olive",21975,"Adrianna Efird","Mount Olive","2021+2022+2023+2024","Adrianna","Efird",NA,482,1245,"D-II"
"405","Ark.-Monticello",22639,"Adrianna Erichson","Ark.-Monticello","2023+2024","Adrianna","Erichson",NA,330,8411,"D-II"
"406","Malone",50688,"Adrianna Mckelley","Malone","2021+2022+2024","Adrianna","Mckelley",NA,459,30137,"D-II"
"407","Emmanuel (GA)",51338,"Adrianna Meeks","Emmanuel (GA)","2023","Adrianna","Meeks",NA,400,30193,"D-II"
"408","Mississippi Col.",53883,"Adrianna Morgan","Mississippi Col.","2017+2018+2019","Adrianna","Morgan",NA,474,429,"D-II"
"409","Vanguard",55340,"Adrianna Natividad","Vanguard","2025","Adrianna","Natividad",NA,575,30263,"D-II"
"410","Valdosta St.",61522,"Adrianna Portanova","Valdosta St.","2025","Adrianna","Portanova",NA,574,734,"D-II"
"411","Fort Lewis",66570,"Adrianna Rosthenhausler","Fort Lewis","2016+2017","Adrianna","Rosthenhausler",NA,413,1083,"D-II"
"412","Lake Erie",71941,"Adrianna Sluga","Lake Erie","2022+2023+2024","Adrianna","Sluga",NA,440,2746,"D-II"
